鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
北區,房地(土地+建物),臺南市北區臨安路二段５３號四樓之３,6.23,住,,,1150705,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0821119,57.61,1,1,1,有,有,3250000,56414,,0.0,0,,RPVQMLQJPHLGFAD98DA,39.05,0.0,0.0,有,
北區,房地(土地+建物),臺南市北區開元路４８５巷４１弄１２號二樓之２,7.97,商,,,1150701,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891120,73.28,2,1,1,有,有,5350000,73008,,0.0,0,,RPUNMLTJPHLGFAD88DA,53.92,0.0,3.4,有,001
新營區,房地(土地+建物),臺南市新營區民生路３０之２號,52.62,商,,,1150702,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0670527,110.56,4,2,1,有,無,3500000,31657,,0.0,0,,RPQNMLKKPHLGFDD97DA,110.56,0.0,0.0,無,
大內區,土地,頭社段334-1地號,238.0,,鄉村區,乙種建築用地,1150703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3380000,14202,,0.0,0,,RPQNMLSJPHLGFFD88DA,0.0,0.0,0.0,無,
山上區,土地,玉二段1041地號,284.65,都市：其他:道路用地,,,1150702,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2519153,8850,,0.0,0,包含公共設施保留地用地；,RPUOMLTJPHLGFHD07DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇德二十一街６７號五樓之２,27.56,住,,,1150706,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800517,129.03,3,2,2,有,無,7500000,58126,坡道平面,0.0,0,車位僅有使用權,RPPNMLKKPHLGFCD77DA,81.81,0.0,14.97,有,
東山區,土地,許秀才段1987地號,1600.0,,特定農業區,農牧用地,1150702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,1000,,0.0,0,,RPQNMLNKPHLGFED38DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區進學路２５０巷１５號二樓,64.99,住,,,1150704,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720810,98.65,3,2,2,有,無,1800000,18246,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；含租約；,RPPNMLKKPHLGFGD18DA,82.69,0.0,14.29,無,
新市區,土地,大榮段511地號,111.61,住,,,1150703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5739421,51424,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKKPHLGFHD58DA,0.0,0.0,0.0,無,
永康區,土地,兵北段24地號,90.45,都市：其他:道路用地,,,1150704,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,8845,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLRJPHLGFKD56DA,0.0,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區大同路３０之３２號,12.19,住,,,1150702,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811015,84.94,3,2,2,有,有,3700000,43560,,0.0,0,陽台外推；其他增建；,RPPNMLNKPHLGFDD18DA,45.72,0.0,17.27,有,
學甲區,土地,中洲南段730地號,31.53,,特定農業區,甲種建築用地,1150706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,123110,3905,,0.0,0,,RPSNMLQJPHLGFGD98DA,0.0,0.0,0.0,無,
佳里區,土地,佳里段964-36地號,8.0,住,,,1150701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,242000,30250,,0.0,0,,RPSNMLNKPHLGFGD78DA,0.0,0.0,0.0,無,
關廟區,房地(土地+建物),臺南市關廟區大富街３２５號,71.0,住,,,1150701,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0670527,113.12,3,1,2,有,無,5000000,44201,,0.0,0,,RPUNMLNKPHLGFID56DA,113.12,0.0,0.0,無,
楠西區,土地,東勢段574地號,17.38,商,,,1150704,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,14384,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJPHLGFJD76DA,0.0,0.0,0.0,無,
永康區,土地,大灣段5521-1地號,344.0,農,,,1150706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5200000,15116,,0.0,0,政府機關標讓售；,RPOOMLSJPHLGFKD66DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區正南一街１１８巷２０號,306.62,工,,,1150703,土地1建物1車位0,全,二層,透天厝,辦公用,鋼筋混凝土造,0740729,223.35,2,1,2,有,無,18000000,80591,,0.0,0,含土地增值稅或其他稅費；親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；未登記建物；,RPSNMLNKPHLGFKD56DA,212.49,8.17,2.69,有,
後壁區,土地,頂平段736-2地號,432.63,,鄉村區,乙種建築用地,1150706,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3926117,9075,,0.0,0,,RPPNMLOKPHLGFED48EA,0.0,0.0,0.0,無,
新市區,土地,東大社段1281地號,130.0,,特定農業區,農牧用地,1150706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,3077,,0.0,0,政府機關標讓售；,RPSNMLNKPHLGFHD98EA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區開元路５１７號五樓之６,11.15,商,,,1150701,土地3建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1041105,156.01,3,2,2,有,有,10560000,67688,坡道平面,32.55,0,,RPWOMLTJPHLGFAD56DA,75.07,4.49,7.12,有,002
安南區,房地(土地+建物),臺南市安南區大聖三街１１號,86.49,住,,,1150707,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1020726,176.06,4,2,3,有,無,8000000,45439,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKPHLGFBD18DA,158.51,0.0,17.55,無,003
東區,土地,竹篙厝段3066地號,90.0,住,,,1150701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12360000,137333,,0.0,0,,RPSNMLSJPHLGFCD78DA,0.0,0.0,0.0,無,
新營區,房地(土地+建物)+車位,臺南市新營區新進路５０號五樓之三,33.95,住,,,1150706,土地2建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150122,126.28,3,2,2,有,無,10600000,83940,坡道機械,0.0,0,,RPRNMLKKPHLGFDD08DA,73.09,0.0,6.05,有,004
鹽水區,房地(土地+建物),臺南市鹽水區三福路４１號,93.38,商,,,1150705,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,,131.9,4,3,3,有,無,6100000,46247,,0.0,0,,RPRNMLQKPHLGFDD68DA,131.9,0.0,0.0,無,
白河區,土地,大桐段103地號,414.68,,鄉村區,乙種建築用地,1150706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,7234,,0.0,0,,RPRNMLOKPHLGFED58DA,0.0,0.0,0.0,無,
學甲區,土地,學甲段204-2地號,1566.0,,一般農業區,農牧用地,1150707,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,319,,0.0,0,畸零地或有合併使用效益；,RPPNMLMKPHLGFGD38DA,0.0,0.0,0.0,無,
玉井區,房地(土地+建物),臺南市玉井區望明８９之２０號,96.0,,一般農業區,甲種建築用地,1150706,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0850110,114.75,3,1,2,有,無,2000000,17429,,0.0,0,,RPPNMLPKPHLGFJD98DA,86.4,22.14,6.21,無,
新營區,土地,下角帶圍段32地號,211.83,,鄉村區,乙種建築用地,1150707,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1024000,4834,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKPHLGFDD58EA,0.0,0.0,0.0,無,005
麻豆區,土地,大埤段1260地號,26.96,都市：其他:道路用地,,,1150708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,23189,860,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLPKPHLGFFD68EA,0.0,0.0,0.0,無,006
中西區,房地(土地+建物),臺南市中西區武聖路６９巷４０弄３０號四樓之１４,4.84,,,,1150706,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,34.69,1,0,1,有,有,2000000,57654,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKPHLGFAD18DA,20.81,0.0,3.91,有,007
安南區,房地(土地+建物)+車位,臺南市安南區淵西路１６５號二樓之８,48.13,住,,,1150708,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150127,143.82,3,2,2,有,無,11200000,75617,一樓平面,14.88,1450000,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNKPHLGFBD18DA,84.44,0.0,7.65,有,
安南區,房地(土地+建物)+車位,臺南市安南區淵西路１６５號三樓之５,44.45,住,,,1150704,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150127,133.65,3,2,2,有,有,10350000,76625,一樓平面,14.89,1250000,,RPUNMLNKPHLGFBD48DA,77.26,0.0,7.64,有,
安南區,房地(土地+建物)+車位,臺南市安南區淵西路１６５號二樓之１,44.45,住,,,1150709,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150127,133.65,3,2,2,有,有,11280000,84035,一樓平面,14.89,1300000,,RPWNMLNKPHLGFBD68DA,77.26,0.0,7.64,有,
安南區,土地,州南段1795地號,215.4,住,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7791449,36172,,0.0,0,市地重劃抵費地之分回,RPROMLOKPHLGFBD38DA,0.0,0.0,0.0,無,
安南區,土地,州南段1796地號,268.2,住,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9869492,36799,,0.0,0,市地重劃抵費地之分回,SPROMLOKPHLGFBD48DA,0.0,0.0,0.0,無,
安南區,土地,州南段1797地號,302.72,住,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11140096,36800,,0.0,0,市地重劃抵費地之分回,TPROMLOKPHLGFBD58DA,0.0,0.0,0.0,無,
安南區,土地,州南段1803地號,731.4,住,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15944520,21800,,0.0,0,市地重劃抵費地之分回,UPROMLOKPHLGFBD68DA,0.0,0.0,0.0,無,
安南區,土地,州南段1787地號,1632.3,住,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,43730949,26791,,0.0,0,市地重劃抵費地之分回,VPROMLOKPHLGFBD78DA,0.0,0.0,0.0,無,
白河區,土地,仙草一段19地號,261.57,農,,,1150703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1900000,7264,,0.0,0,,RPPNMLKKPHLGFED97DA,0.0,0.0,0.0,無,
官田區,土地,福安段388地號,185.27,住,,,1150702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,8096,,0.0,0,伯侄間買賣親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKPHLGFFD08DA,0.0,0.0,0.0,無,
下營區,土地,茅港尾段963-8地號,45.0,,鄉村區,乙種建築用地,1150708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,252000,5600,,0.0,0,本案地上未保存登記建物，為石棉瓦等不環保建材，不宜使用，後續處理全部由買方負責。未登記建物；急買急賣；,RPRNMLOKPHLGFFD68DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區勝利路１５１號,146.11,住,,,1150703,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140502,275.26,4,2,5,有,無,21800000,79198,,0.0,0,,RPUNMLOKPHLGFGD09DA,258.4,0.0,16.86,有,
新市區,土地,崙頂段397地號,161.42,,鄉村區,乙種建築用地,1150702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6640818,41140,,0.0,0,,RPWNMLOKPHLGFHD76DA,0.0,0.0,0.0,無,008
永康區,土地,保生段308地號,73.97,住,,,1150703,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,81114,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKPHLGFKD66DA,0.0,0.0,0.0,無,
永康區,土地,富強段675地號,99.87,住,,,1150709,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6042000,60499,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLOKPHLGFKD56DA,0.0,0.0,0.0,無,009
柳營區,土地,柳中段757地號,4.63,都市：其他:道路用地,,,1150710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,75000,16199,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKPHLGFDD68EA,0.0,0.0,0.0,無,
柳營區,土地,東昇段432地號,105.79,住,,,1150710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4160000,39323,,0.0,0,,RPRNMLQKPHLGFDD78EA,0.0,0.0,0.0,無,
後壁區,土地,菁寮段3175地號,2000.0,,特定農業區,農牧用地,1150715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3200000,1600,,0.0,0,,RPRNMLQKPHLGFED88EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物),臺南市安平區郡平路１９８號,14.81,住,,,1150702,土地1建物1車位0,一層，二層，三層，騎樓，見使用執照,十七層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0850907,166.54999999999998,2,2,3,有,有,10000000,60042,,0.0,0,陽台外推；,RPTOMLRJPHLGFAD68DA,119.59,9.02,16.12,有,
中西區,房地(土地+建物)+車位,臺南市中西區南寧街３７巷３號二樓,49.08,住,,,1150706,土地1建物1車位1,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850410,151.55,3,2,2,有,有,7500000,49489,升降平面,0.0,0,,RPPNMLSJPHLGFAD28DA,98.0,0.0,6.58,無,
南區,房地(土地+建物),臺南市南區金華路二段５１巷８１號,33.75,住,,,1150705,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670509,62.19,3,1,2,有,無,4800000,77183,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJPHLGFCD68DA,62.19,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區茄苳１３之６號五樓之二,26.36,住,,,1150707,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810729,101.89,3,2,2,有,無,2530000,24831,,0.0,0,,RPPNMLQKPHLGFDD48DA,76.12,0.53,6.27,無,
官田區,土地,隆興段169地號,207.08,住,,,1150702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,19316,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLQKPHLGFFD88DA,0.0,0.0,0.0,無,
左鎮區,房地(土地+建物),臺南市左鎮區光和里５１之７號,39.0,,一般農業區,丙種建築用地,1150709,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700700,88.72,3,2,2,有,無,850000,9581,,0.0,0,,RPQOMLPKPHLGFHD98DA,88.72,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區忠孝街８３巷７號,69.03,住,,,1150704,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680227,95.46,4,1,2,有,無,5700000,59711,,0.0,0,交易含未辦理所有權第一次登記建物，稅籍課稅面積135.20平方公尺，登記面積95.46平方公尺，總價包含未登記建物，成交價格已反映屋況及修繕成本。未登記建物；,RPROMLQKPHLGFHD56DA,95.46,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區西華南街２０之１號,4.35,商,,,1150620,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790404,29.39,1,0,1,有,有,2700000,91868,,0.0,0,,RPPNMLOJPHLGFAD87DA,17.82,0.0,3.31,有,
中西區,房地(土地+建物),臺南市中西區開山路１２２巷１０號五樓之２,6.04,商,,,1150613,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791008,27.419999999999998,1,0,1,有,無,2680000,97739,,0.0,0,,RPVOMLRJPHLGFAD88DA,22.13,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號十二樓之１,28.32,住,,,1150601,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100623,159.74,3,2,2,有,有,20600000,128960,坡道平面,16.61,0,,RPQNMLTJPHLGFAD48DA,80.88,3.61,8.54,有,010
北區,房地(土地+建物)+車位,臺南市北區文成一路９６號八樓之２,20.29,住,,,1150624,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1120411,115.89,2,2,1,有,有,13550000,116921,坡道平面,19.79,0,,RPTOMLTJPHLGFAD88DA,56.95,0.0,6.2,有,011
安南區,土地,和農段58-2地號,5103.92,農,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,40200000,7876,,0.0,0,,RPUNMLKMOHLGFBD28DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區郡安路五段５２號五樓之３,15.63,住,,,1150608,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110415,82.68,2,2,1,有,有,7800000,94340,,0.0,0,,RPPNMLSJPHLGFBD38DA,51.37,0.0,3.31,有,012
安南區,土地,公親段518地號,1573.55,農,,,1150629,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7080975,4500,,0.0,0,3坪空間存放農具,RPRNMLTJPHLGFBD68DA,0.0,0.0,0.0,無,
安南區,土地,和農段55-1地號,309.12,農,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2450000,7926,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTJPHLGFBD09DA,0.0,0.0,0.0,無,013
安南區,土地,和農段58地號,470.53,農,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3730000,7927,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,SPVNMLTJPHLGFBD56DA,0.0,0.0,0.0,無,014
東區,房地(土地+建物),臺南市東區長榮路一段２２７號十二樓之１５,3.1,商,,,1150611,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880805,38.43,1,0,1,有,有,3000000,78064,,0.0,0,陽台外推；,RPUOMLLKOHLGFCD38DA,21.17,0.0,5.92,有,
東區,房地(土地+建物)+車位,臺南市東區文化一街１３３號六樓,36.6,住,,,1150630,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130409,251.9,3,2,2,有,有,34920000,138626,坡道平面,56.36,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMJPHLGFCD48DA,111.61,0.0,11.98,有,015
東區,房地(土地+建物)+車位,臺南市東區崇明二十三街２號五樓,19.51,住,,,1150616,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801120,123.07,2,2,2,有,有,7000000,56874,坡道平面,0.0,0,,RPTOMLSJPHLGFCD98DA,79.89,0.0,8.25,有,
鹽水區,房地(土地+建物),臺南市鹽水區和平路６３２巷８弄１１號,106.94,住,,,1150612,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0800121,158.35,3,3,2,有,無,6500000,41048,,0.0,0,,RPQNMLQJPHLGFDD48DA,147.99,0.0,10.36,無,016
新營區,土地,新茄苳段98-2地號,579.17,工,,,1150609,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21000000,36259,,0.0,0,,RPSNMLSJPHLGFDD88DA,0.0,0.0,0.0,無,
新營區,土地,新橋段254地號,278.36,,鄉村區,乙種建築用地,1150605,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1308270,4700,,0.0,0,未簽訂私契過戶費用皆由買方負擔。親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUNMLSJPHLGFDD09DA,0.0,0.0,0.0,無,
新營區,土地,興安段180地號,44.93,都市：其他:道路用地,,,1150612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,584210,13003,,0.0,0,協議價購；,RPPNMLTJPHLGFDD68DA,0.0,0.0,0.0,無,
白河區,土地,草店段236地號,1500.0,,特定農業區,農牧用地,1150617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1560000,1040,,0.0,0,,RPSNMLRJPHLGFED88DA,0.0,0.0,0.0,無,
學甲區,土地,光華段1282地號,327.87,,鄉村區,乙種建築用地,1150614,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3350000,10217,,0.0,0,畸零地或有合併使用效益；,RPTNMLSJPHLGFGD66DA,0.0,0.0,0.0,無,017
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街２０６巷３２號二樓之３,45.67,住,,,1150626,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121228,142.88,3,2,2,有,有,9750000,66677,一樓平面,14.65,1200000,,RPSNMLTJPHLGFGD66DA,80.84,0.0,12.67,有,
佳里區,房地(土地+建物),臺南市佳里區南勢街２００號四樓之３,46.11,住,,,1150621,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121228,128.44,3,2,2,有,有,8000000,62286,,0.0,0,,RPUNMLTJPHLGFGD86DA,80.84,0.0,12.67,有,
仁德區,房地(土地+建物),臺南市仁德區後壁里德洋路２２７巷１１號,75.57,住,,,1150617,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0870910,166.84,4,2,3,有,無,10300000,61736,,0.0,0,,RPRNMLRJPHLGFID56DA,157.14,2.22,7.48,無,018
仁德區,房地(土地+建物),臺南市仁德區中山路８２８號,47.48,住,,,1150603,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630600,25.69,5,2,2,有,無,4000000,155703,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSJPHLGFID96DA,22.26,3.43,0.0,無,019
永康區,土地,國聖段476地號,60.22,住,,,1150624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2294572,38103,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPXNMLSJPHLGFKD47DA,0.0,0.0,0.0,無,
新營區,土地,太子段205-4地號,8.0,住,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,222640,27830,,0.0,0,政府機關標讓售；,RPPNMLKKPHLGFDD97EA,0.0,0.0,0.0,無,
七股區,土地,三合段831地號,750.0,農,,,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1050000,1400,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMJPHLGFGD38EA,0.0,0.0,0.0,無,
新化區,土地,新平段792地號,172.4,住,,,1150617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12250000,71056,,0.0,0,,RPPNMLRJPHLGFHD98EA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區大成路９號,108.55,住,,,1150621,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940913,197.01,4,2,3,有,無,4740606,24063,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJPHLGFHD56EA,174.04,0.0,22.97,無,
善化區,土地,東勢寮段二小段564地號,139.17,,鄉村區,乙種建築用地,1150630,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2699833,19400,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKKPHLGFHD48EA,0.0,0.0,0.0,無,
善化區,土地,灣裡段152地號,635.81,,特定農業區,農牧用地,1150620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,7078,,0.0,0,,RPQNMLNKPHLGFHD78EA,0.0,0.0,0.0,無,
玉井區,土地,三和段135-1地號,16.43,,鄉村區,交通用地,1150616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,279639,17020,,0.0,0,政府機關標讓售；,RPPNMLKKPHLGFJD58EA,0.0,0.0,0.0,無,
玉井區,土地,三和段194-1地號,2.57,,鄉村區,交通用地,1150616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,43741,17020,,0.0,0,政府機關標讓售；,SPPNMLKKPHLGFJD68EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段４１６號十五樓之５,28.01,住,,,1150607,土地1建物1車位2,十五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060817,316.94,3,2,3,有,有,30700000,111895,坡道平面,67.6,2800000,其他增建；,RPPOMLSJOHLGFAD28DA,161.91,0.0,14.14,有,020
北區,房地(土地+建物),臺南市北區勝利路２０６巷３７號,68.0,住,,,1150627,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0580809,92.43,6,0,6,有,無,7500000,81142,,0.0,0,其他增建；,RPTOMLMJPHLGFAD18DA,92.43,0.0,0.0,無,021
北區,土地,大港段24地號,15.91,都市：其他:道路用地,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,365944,23001,,0.0,0,包含公共設施保留地用地；,RPSNMLRJPHLGFAD48DA,0.0,0.0,0.0,無,022
北區,房地(土地+建物)+車位,臺南市北區海安路三段８１２號七樓之３,15.21,住,,,1150628,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1090131,164.5,3,2,2,有,有,18800000,114286,坡道平面,33.38,0,,RPXOMLNKPHLGFAD78DA,80.67,2.55,7.14,有,023
安南區,土地,怡安段386地號,10.7,都市：其他:主要計畫道路用地,,,1150611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,156000,14579,,0.0,0,包含公共設施保留地用地；,RPPNMLQKOHLGFBD18DA,0.0,0.0,0.0,無,024
安南區,土地,南興段480-1地號,546.62,都市：其他:主要計畫道路用地,,,1150626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4411183,8070,,0.0,0,協議價購；,RPSNMLQJPHLGFBD48DA,0.0,0.0,0.0,無,025
安南區,土地,南興段480-1地號,546.62,都市：其他:主要計畫道路用地,,,1150626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4411183,8070,,0.0,0,協議價購；,RPWNMLQJPHLGFBD88DA,0.0,0.0,0.0,無,025
