鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
東山區,土地,北勢寮段234-2地號,51.83,,鄉村區,乙種建築用地,1150706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,548741,10587,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLPHLGFED18EA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區中華東路三段５２６號四樓,26.1,住,,,1150703,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720909,106.54,2,1,2,有,無,1700000,15956,,0.0,0,母子二等親買賣親友、員工、共有人或其他特殊關係間之交易；,RPPOMLRKPHLGFCD58DA,62.33,0.0,19.12,無,
鹽水區,房地(土地+建物),臺南市鹽水區義稠里義稠６１之１號,83.23,住,,,1150705,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0730907,101.57,5,2,3,有,無,4050000,39874,,0.0,0,其他增建；,RPQNMLLLPHLGFDD18DA,97.31,0.0,4.26,無,
關廟區,土地,仁愛段1034-3地號,112.25,住,,,1150702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5104050,45470,,0.0,0,,RPUNMLRKPHLGFID96DA,0.0,0.0,0.0,無,003
永康區,房地(土地+建物),臺南市永康區東灣里民族路２７３巷３１號九樓之１,14.06,住,,,1150702,土地3建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,85.73,2,2,1,有,有,5000000,58323,,0.0,0,,RPWNMLQKPHLGFKD27DA,53.93,0.0,12.63,有,
學甲區,土地,草段511地號,27.2,,鄉村區,乙種建築用地,1150701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,388960,14300,,0.0,0,政府機關標讓售；,RPPNMLKLPHLGFGD38EA,0.0,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區忠孝街１５０號,80.62,住,,,1150703,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0960606,259.27,6,2,6,有,無,23600000,91025,,0.0,0,,RPPNMLLLPHLGFHD58EA,237.04,0.0,22.23,無,
關廟區,土地,仁愛段1034-2地號,112.25,住,,,1150702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5104050,45470,,0.0,0,,RPPNMLKLMHLGFID28EA,0.0,0.0,0.0,無,003
安平區,房地(土地+建物),臺南市安平區建平十七街１２１號四樓之７,2.21,商,,,1150701,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,28.779999999999998,1,0,1,有,有,1850000,64281,,0.0,0,陽台外推；,RPVOMLQJPHLGFAD78DA,17.16,0.0,4.58,有,
中西區,房地(土地+建物),臺南市中西區金華路三段２１８號十五樓之１６,4.11,商,,,1150707,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,43.51,1,0,1,有,有,2900000,66651,,0.0,0,,RPUNMLOKPHLGFAD48DA,25.69,0.0,4.08,有,
麻豆區,土地,清水段1038地號,130.94,,特定農業區,農牧用地,1150702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,6110,,0.0,0,農作物；,RPRNMLRJPHLGFFD88DA,0.0,0.0,0.0,無,
學甲區,土地,學甲寮段75-6地號,23.0,,鄉村區,乙種建築用地,1150714,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,160000,6957,,0.0,0,鄰地購買,RPQNMLKLPHLGFGD38DA,0.0,0.0,0.0,無,
新化區,土地,新音段536地號,0.4,商,,,1150701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,41972,0,,0.0,0,政府機關標讓售；,RPTNMLKLPHLGFHD78DA,0.0,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區復興路６巷４１弄１１號,112.06,住,,,1150715,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0700221,99.86,3,1,2,有,無,6500000,65091,,0.0,0,買賣總價新台幣650萬元：土地價格640萬元.建物價格10萬元受債權債務關係影響或債務抵償；,RPTNMLMLPHLGFHD98DA,99.86,0.0,0.0,無,
玉井區,房地(土地+建物),臺南市玉井區大勇街６８號,66.24,住,,,1150708,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0681109,90.99,1,2,2,有,無,4800000,52753,,0.0,0,,RPQNMLPKPHLGFJD09DA,90.99,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區復國一路４７５巷２８號三樓之１１,5.06,住,,,1150709,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070402,13.61,1,1,1,有,有,1450000,106539,,0.0,0,陽台外推；夾層；,RPOOMLTJPHLGFKD76DA,8.06,0.0,1.36,有,005
永康區,房地(土地+建物),臺南市永康區尚頂里南台街１７０號二樓之１９,11.58,住,,,1150701,土地4建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850130,72.53,1,1,1,有,有,2450000,33779,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQKPHLGFKD07DA,34.1,0.0,13.14,有,
永康區,房地(土地+建物)+車位,臺南市永康區蔦松里蔦松二街１１２號八樓之２,6.61,住,,,1150715,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831001,37.74,3,2,2,有,有,900000,23847,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKPHLGFKD66DA,25.65,0.0,3.03,有,006
安南區,土地,天馬段324-2地號,169.39,都市：其他:住宅區,,,1150710,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3895970,23000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUNMLRKPHLGFBD98EA,0.0,0.0,0.0,無,
鹽水區,土地,歡雅段256-2地號,398.14,,鄉村區,乙種建築用地,1150714,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3613120,9075,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLLPHLGFDD48EA,0.0,0.0,0.0,無,
鹽水區,土地,舊營段後寮小段1784地號,7137.0,,特定農業區,農牧用地,1150714,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5710000,800,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLLPHLGFDD58EA,0.0,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街８８號八樓之５,21.78,住,,,1150703,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090114,157.28,3,2,2,有,有,13250000,84245,坡道平面,30.51,0,,RPRNMLLLPHLGFBD08DA,75.2,0.0,8.03,有,007
東區,房地(土地+建物)+車位,臺南市東區崇慶街一段９６號十一樓之１,21.81,住,,,1150707,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130816,146.06,3,2,2,有,有,18600000,141307,坡道平面,26.25,1670000,,RPOOMLOKPHLGFCD18DA,69.75,0.0,8.12,有,
東區,房地(土地+建物)+車位,臺南市東區崇慶街一段９６號十四樓之６,21.81,住,,,1150707,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130816,146.01999999999998,3,2,2,有,有,18600000,142189,坡道平面,26.25,1570000,,RPTNMLLLPHLGFCD38DA,69.75,0.0,8.08,有,
東區,房地(土地+建物),臺南市東區崇德二十街５５號,11.98,商,,,1150714,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811012,77.38,2,1,1,有,有,5000000,64616,,0.0,0,,RPVNMLMLPHLGFCD68DA,49.93,4.9,0.0,有,008
新營區,房地(土地+建物),臺南市新營區三興街２０５巷２７弄１７５之１２號,81.03,住,,,1150712,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1141114,178.92,4,2,4,有,無,15500000,86631,,0.0,0,,RPSNMLMLPHLGFDD48DA,172.52,0.0,6.4,無,
將軍區,土地,苓子寮段一小段252地號,1544.0,,特定農業區,農牧用地,1150713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1750000,1133,,0.0,0,,RPRNMLKLPHLGFGD48DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區西港里３０鄰堀子頭１８２號,109.57,住,,,1150701,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0770623,133.25,5,2,2,有,無,5000000,37523,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLLPHLGFGD78DA,118.68,6.06,8.51,無,
西港區,土地,八分段1723地號,2584.0,,特定農業區,農牧用地,1150714,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7380000,2856,,0.0,0,本案土地有糾紛，買方原價買回土地。,RPUNMLMLPHLGFGD98DA,0.0,0.0,0.0,無,009
新市區,土地,大社段2590-2地號,29.51,,鄉村區,乙種建築用地,1150720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1213120,41109,,0.0,0,土地增值稅由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTKPHLGFHD76DA,0.0,0.0,0.0,無,010
新市區,土地,大社段2590-2地號,55.99,,鄉村區,乙種建築用地,1150720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2312000,41293,,0.0,0,土地增值稅由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTKPHLGFHD86DA,0.0,0.0,0.0,無,010
善化區,土地,成功段284地號,92.46,都市：其他:道路用地,,,1150701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2350000,25416,,0.0,0,道路用地，二等親屬買賣案件,RPQNMLLLPHLGFHD58DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發二路３１０號十二樓之５,15.62,商,,,1150709,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120808,89.24000000000001,2,1,1,有,有,8850000,99171,坡道機械,12.24,0,,RPWNMLKKPHLGFID09DA,46.35,0.0,3.47,有,012
仁德區,房地(土地+建物),臺南市仁德區中正路二段１１０９巷７８號,89.28,住,,,1150703,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130308,166.24,5,2,5,有,無,19280000,115977,,0.0,0,其他增建；,RPPOMLQKPHLGFID09DA,135.79,0.0,30.45,無,
關廟區,土地,新埔段515地號,284.59,,一般農業區,農牧用地,1150712,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2350000,8257,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLLLPHLGFID68DA,0.0,0.0,0.0,無,013
楠西區,土地,灣丘段989地號,2173.33,,山坡地保育區,農牧用地,1150712,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,368,,0.0,0,,RPPNMLNLPHLGFJD88DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區中華路９０５號,82.9,住,,,1150704,土地2建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0821123,341.81,5,2,5,有,無,18600000,54416,,0.0,0,其他增建；,RPSNMLMLPHLGFKD56DA,292.81,6.53,42.47,無,
安南區,建物,臺南市安南區公學路六段４６１號,0.0,,,,1150714,土地0建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0831008,115.02,5,2,3,有,無,299100,2600,,0.0,0,建物坐落地號：南興段674地號；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPSNMLRKPHLGFBD78EA,115.02,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區海佃路二段４６１巷５７號,93.5,住,,,1150702,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070906,178.47,4,2,4,有,無,17300000,96935,,0.0,0,陽台外推；其他增建；,RPSOMLLLPHLGFBD28DA,163.33,0.0,15.14,無,014
安南區,土地,神榕段125地號,214.8,農,,,1150717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,650000,3026,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNLPHLGFBD08DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇賢一路３６號二樓之１,21.32,住,,,1150702,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140124,138.32,3,2,2,有,有,16280000,121152,坡道平面,21.69,2150000,,RPUNMLLLPHLGFCD48DA,69.2,0.0,6.55,有,
南區,土地,省躬段554-22地號,7.0,住,,,1150714,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,243110,34730,,0.0,0,政府機關標讓售；,RPSNMLMLPHLGFCD38DA,0.0,0.0,0.0,無,
鹽水區,土地,月港段170地號,47.95,商,,,1150717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,20855,,0.0,0,,RPPNMLRKPHLGFDD58DA,0.0,0.0,0.0,無,015
白河區,土地,埤子頭段五汴頭小段316-32地號,2651.0,,一般農業區,農牧用地,1150715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1274000,481,,0.0,0,,RPPNMLOLPHLGFED48DA,0.0,0.0,0.0,無,
後壁區,土地,新東段139地號,249.42,,鄉村區,乙種建築用地,1150720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4526973,18150,,0.0,0,本件包括地上未保存登記建物，後壁區新東里92-2號舊有房屋,RPRNMLOLPHLGFED68DA,0.0,0.0,0.0,無,
官田區,土地,義田段315地號,51.81,農,,,1150704,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,770000,14862,,0.0,0,未登記建物；,RPTNMLLLPHLGFFD68DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區埤頭里小埤頭２之２９號,91.08,住,,,1150702,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810523,184.95,4,2,3,有,無,5150000,27845,,0.0,0,未登記建物；,RPPNMLMLPHLGFFD38DA,168.75,0.0,16.2,無,
佳里區,房地(土地+建物),臺南市佳里區佳北路４２６巷３３號,84.1,住,,,1150705,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1030212,192.9,5,1,3,有,無,10500000,54432,,0.0,0,,RPQNMLMLPHLGFGD58DA,176.39,0.0,16.51,無,
善化區,房地(土地+建物)+車位,臺南市善化區茄拔３１之１號九樓之１,34.49,,鄉村區,乙種建築用地,1150702,土地7建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140625,126.66999999999999,3,2,2,有,有,10200000,87144,坡道平面,24.54,1300000,建號762：權利範圍：1/158本交易已含管理室預售屋、或土地及建物分件登記案件；,RPXNMLLLPHLGFHD66DA,66.78,0.0,4.04,有,
歸仁區,房地(土地+建物),臺南市歸仁區南保里民權北路６１巷１號,87.22,住,,,1150709,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650618,118.43,6,2,3,有,無,6500000,54885,,0.0,0,頂樓加蓋；其他增建；未登記建物；,RPRNMLKLPHLGFID68DA,115.29,0.0,3.14,無,
永康區,房地(土地+建物),臺南市永康區大灣路７６４巷５６號五樓之１８,4.31,住,,,1150702,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0940708,17.6,1,1,1,有,有,1240000,70455,,0.0,0,陽台外推；夾層；含租約；,RPTNMLRKPHLGFKD07DA,6.45,0.35,2.33,有,
永康區,房地(土地+建物),臺南市永康區和平路２０６巷２１號,1169.15,工,,,1150706,土地2建物1車位0,全,一層,透天厝,工業用,鋼造,0840808,420.15,0,0,0,無,無,25000000,59503,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLKLPHLGFKD78DA,420.15,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區東橋七路３５９號七樓之７,16.67,住,,,1150705,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1071214,108.47999999999999,2,1,1,有,有,12000000,110619,坡道平面,19.23,0,,RPTNMLMLPHLGFKD66DA,49.15,4.56,4.48,有,016
永康區,房地(土地+建物),臺南市永康區新民街４７巷１６號六樓之９,5.75,住,,,1150713,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821230,40.87,1,0,1,有,有,2500000,61170,,0.0,0,,RPQRMLNLPHLGFKD86DA,24.1,0.0,3.53,有,
新營區,房地(土地+建物),臺南市新營區大宏里１４鄰中正路２２巷２號,137.76,住,,,1150715,土地4建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1020730,300.73,5,3,5,有,有,20000000,66505,,0.0,0,,RPTNMLOLPHLGFDD88EA,291.07,0.0,9.66,無,017
東山區,土地,北勢寮段220地號,2049.29,,一般農業區,農牧用地,1150706,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,976,,0.0,0,,RPPNMLNLPHLGFED48EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區中華里小東路６４７巷１０弄９號,15.82,住,,,1150707,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0780530,45.8,4,2,2,有,無,1060000,23144,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOLPHLGFKD56EA,40.29,1.88,3.63,無,
中西區,土地,保西段274地號,43.5,商,,,1150701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2630000,60460,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTJPHLGFAD58DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成一路９２號八樓之７,27.1,住,,,1150704,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1120411,148.14000000000001,3,2,2,有,有,18600000,132450,坡道平面,19.79,1600000,,RPSNMLQKPHLGFAD48DA,75.89,0.0,8.98,有,018
北區,房地(土地+建物),臺南市北區開元路５０１號二十二樓之７,6.2,商,,,1150708,土地3建物1車位0,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1041105,83.17,2,1,1,有,有,7150000,85968,,0.0,0,,RPVNMLOLPHLGFAD68DA,48.17,0.52,9.76,有,019
安南區,土地,青草段811-10地號,2102.04,農,,,1150710,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,18400000,8753,,0.0,0,包含公共設施保留地用地；,RPUNMLQKPHLGFBD78DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區裕文路１３３號八樓之２,54.09,住,,,1150702,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150409,213.49,3,2,3,有,有,38000000,177994,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLRKPHLGFCD48DA,130.4,0.0,8.28,有,
後壁區,土地,頭前段751地號,239.45,住,,,1150723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5200000,21716,,0.0,0,,RPQNMLRLPHLGFED88DA,0.0,0.0,0.0,無,020
官田區,土地,新官田段1365地號,225.74,都市：其他:道路用地,,,1150718,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1150000,5094,,0.0,0,未登記建物；包含公共設施保留地用地；,RPQNMLNLPHLGFFD58DA,0.0,0.0,0.0,無,021
新市區,房地(土地+建物),臺南市新市區豐榮１８９之２０號,283.64,,一般農業區,丁種建築用地,1150706,土地4建物1車位0,全,一層,透天厝,其他,鋼骨構造有牆,1120324,161.0,0,1,2,有,無,21500000,133540,,0.0,0,,RPSNMLKLPHLGFHD68DA,161.0,0.0,0.0,無,022
善化區,房地(土地+建物),臺南市善化區蓮潭北二街１２１號,132.42,住,,,1150712,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140225,286.47,4,3,5,有,無,37500000,130904,,0.0,0,土地售價新台幣1500萬元整、建物售價新台幣2250萬元整。,RPUNMLLLPHLGFHD98DA,266.71,0.0,19.76,無,
善化區,土地,大同段31地號,21.52,,特定農業區,甲種建築用地,1150720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,417526,19402,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLNLPHLGFHD86DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區崇聖路一段６號七樓之５,21.92,住,,,1150704,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131015,151.5,3,2,2,有,有,12630000,94534,坡道平面,31.12,1250000,,RPRNMLKKPHLGFID58DA,77.84,0.0,5.27,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區文化街三段１８巷２號三樓之２,13.72,住,,,1150715,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830205,93.28,2,1,1,有,有,4360000,46736,坡道平面,0.0,0,其他增建；,RPROMLRKPHLGFID76DA,43.93,0.0,8.65,有,
仁德區,土地,二橋段224-2地號,58.67,,特定農業區,交通用地,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,686400,11699,,0.0,0,協議價購；,RPSNMLOLPHLGFID56DA,0.0,0.0,0.0,無,023
永康區,土地,東灣段407-5地號,2.19,都市：其他:道路用地,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,37000,16895,,0.0,0,包含公共設施保留地用地；,RPPOMLPKPHLGFKD56DA,0.0,0.0,0.0,無,
永康區,土地,東灣段407-2地號,1.43,都市：其他:道路用地,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24000,16783,,0.0,0,包含公共設施保留地用地；,RPUOMLPKPHLGFKD07DA,0.0,0.0,0.0,無,
永康區,土地,東灣段407-3地號,2.74,都市：其他:道路用地,,,1150709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,47000,17153,,0.0,0,包含公共設施保留地用地；,RPVOMLPKPHLGFKD17DA,0.0,0.0,0.0,無,
