鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
南區,房地(土地+建物)+車位,臺南市南區金華路二段１００巷３５號六樓之３,16.0,住,,,1150626,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800815,77.91,2,1,2,有,有,4030000,51726,坡道機械,0.0,0,陽台外推；,RPTNMLRKPHLGFCD88DA,48.73,1.65,6.13,有,044
東區,房地(土地+建物)+車位,臺南市東區仁東街６３號八樓之９,27.95,住,,,1150614,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870919,158.31,4,2,2,有,有,10700000,67589,坡道平面,19.86,0,,RPWNMLKLPHLGFCD58DA,97.5,0.0,13.08,有,
白河區,房地(土地+建物),臺南市白河區開明街２１０號,120.44,住,,,1150609,土地3建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0720209,207.07,6,3,3,有,無,5000000,24146,,0.0,0,其他增建；,RPQNMLRKPHLGFED78DA,195.69,0.0,11.38,無,
官田區,房地(土地+建物),臺南市官田區官田里官田２７號,103.14,住,,,1150624,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750104,99.41,3,2,2,有,無,1000000,10059,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQKPHLGFFD56DA,95.02,0.0,4.38,無,
將軍區,房地(土地+建物),臺南市將軍區平沙４１之２號,125.59,,鄉村區,乙種建築用地,1150629,土地1建物1車位0,全,一層,透天厝,住家用,木石磚造（磚石造）,0630101,18.24,2,2,1,有,無,2400000,131579,,0.0,0,其他增建；,RPUNMLQKPHLGFGD66DA,18.24,0.0,0.0,無,
學甲區,房地(土地+建物),臺南市學甲區麻學路三段１２１巷１５號,78.16,,鄉村區,乙種建築用地,1150624,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1150303,170.49,4,2,4,有,無,8560000,50208,,0.0,0,,RPQNMLRKPHLGFGD98DA,154.7,0.0,15.79,無,
學甲區,房地(土地+建物),臺南市學甲區仁得里自立街６９號二樓之五,8.33,住,,,1150618,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830813,33.96,1,1,1,有,無,1500000,44170,,0.0,0,停車位為使用權，編號9號陽台外推；,RPUNMLLLPHLGFGD88DA,21.54,0.0,4.61,有,
善化區,土地,善西段473地號,180.91,住,,,1150615,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12038400,66544,,0.0,0,,RPVNMLQKPHLGFHD86DA,0.0,0.0,0.0,無,045
善化區,房地(土地+建物)+車位,臺南市善化區蓮潭路３號六樓之１,38.96,住,,,1150614,土地2建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071122,161.2,3,2,2,有,有,14500000,89950,坡道平面,28.93,0,陽台外推；其他增建；,RPQOMLQKPHLGFHD09DA,81.55,0.0,4.44,有,046
安定區,土地,蘇林段149-1地號,94.19,,鄉村區,乙種建築用地,1150618,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2552603,27101,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLPHLGFHD38DA,0.0,0.0,0.0,無,047
安定區,土地,蘇林段149-1地號,94.19,,鄉村區,乙種建築用地,1150618,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2552603,27101,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLPHLGFHD48DA,0.0,0.0,0.0,無,047
仁德區,房地(土地+建物),臺南市仁德區成功里保生路６５巷１１號,102.04,住,,,1150604,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0650924,42.88,2,1,1,有,無,4500000,104944,,0.0,0,1、土地售價：4455000元       建物售價：45000元,RPROMLQKPHLGFID66DA,42.88,0.0,0.0,無,
歸仁區,土地,沙崙段1050-3地號,117.5,,一般農業區,甲種建築用地,1150617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,29787,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPSOMLQKPHLGFID76DA,0.0,0.0,0.0,無,049
歸仁區,房地(土地+建物)+車位,臺南市歸仁區智發街１３號十四樓之７,22.64,住,,,1150624,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140124,144.4,2,2,2,有,有,11600000,80332,坡道平面,55.34,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRKPHLGFID66DA,52.75,0.0,5.23,有,050
仁德區,房地(土地+建物)+車位,臺南市仁德區後壁里德崙路２１巷２號八樓之２,13.61,商,,,1150620,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830608,117.07,3,2,2,有,有,6280000,53643,坡道平面,0.0,0,陽台外推；其他增建；,RPSNMLRKPHLGFID76DA,75.52,0.0,8.19,有,
歸仁區,房地(土地+建物),臺南市歸仁區仁愛六街６７號四樓之３,23.58,都市：其他:住宅區,,,1150608,土地5建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1120111,67.95,2,1,1,有,有,5800000,85357,,0.0,0,,RPSOMLRKPHLGFID86DA,44.83,0.0,3.62,有,051
歸仁區,房地(土地+建物),臺南市歸仁區民族北街４７號七樓之３,15.08,住,,,1150613,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811229,84.83,3,2,1,有,有,4260000,50218,,0.0,0,,RPWOMLRKPHLGFID27DA,59.07,0.8,7.12,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁十一路９０號五樓之６,21.22,住,,,1150624,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130624,104.52000000000001,2,2,1,有,有,9500000,90892,坡道平面,25.02,0,,RPPNMLKLPHLGFID48DA,47.82,0.0,6.02,有,052
永康區,房地(土地+建物)+車位,臺南市永康區永勝街５７號二樓之２,24.46,住,,,1150621,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141022,161.92000000000002,3,2,2,有,有,14080000,97358,坡道平面,33.22,1550000,,RPUNMLRJPHLGFKD07DA,75.06,0.0,9.86,有,
永康區,房地(土地+建物),臺南市永康區忠義街１０巷７之１１號,75.64,住,,,1150611,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0780804,166.73,4,2,2,有,有,13820000,82889,,0.0,0,頂樓加蓋；其他增建；,RPUNMLKKPHLGFKD09DA,161.62,0.0,5.11,無,
永康區,房地(土地+建物),臺南市永康區中正路２００號,93.21,住,,,1150627,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0961217,253.89,6,2,6,有,無,20680000,81453,,0.0,0,本案成交總價新台幣以下同2068萬元整，其中拆分土地價款為1793萬元整，建物價款為275萬元整。陽台外推；頂樓加蓋；其他增建；含租約；,RPXNMLNKPHLGFKD07DA,223.31,0.0,30.58,無,
永康區,房地(土地+建物)+車位,臺南市永康區東橋七路１９５號十四樓之９,23.26,住,,,1150607,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1061114,149.64,3,2,2,有,有,13800000,92221,坡道平面,22.39,0,,RPXNMLOKPHLGFKD17DA,75.34,4.61,4.41,有,053
永康區,建物,臺南市永康區南工街２７７號,0.0,,,,1150625,土地0建物1車位0,全,一層,透天厝,住家用,磚造,0631007,62.05,3,1,1,有,無,4500000,72522,,0.0,0,建物坐落地號：仁愛段282地號；,RPRNMLRKPHLGFKD86DA,62.05,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區龍安街２５３號二樓之２,16.55,住,,,1150605,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850109,95.58000000000001,3,1,2,有,有,5000000,52312,,0.0,0,其他增建；,RPUNMLRKPHLGFKD17DA,65.68,0.0,10.5,有,
柳營區,土地,人和段269地號,174.47,住,,,1150623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3400000,19488,,0.0,0,未登記建物；,RPPNMLMLPHLGFDD28EA,0.0,0.0,0.0,無,
佳里區,土地,子龍段1332地號,3076.0,,特定農業區,農牧用地,1150624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8245000,2680,,0.0,0,,RPRNMLKLPHLGFGD58EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區中華路７巷６號十五樓之３,6.28,住,,,1150620,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1010817,89.9,2,2,1,有,有,9600000,106785,,0.0,0,,RPPNMLKLPHLGFKD78EA,54.97,0.0,4.38,有,
北區,土地,裕民段680-8地號,96.68,住,,,1150626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13430000,138912,,0.0,0,,RPRNMLQLOHLGFAD38DA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段６６３號十四樓之１,8.92,商,,,1150625,土地1建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,93.83,2,2,2,有,有,8950000,104264,坡道機械,18.54,1100000,含裝潢費；,RPQPMLPKPHLGFAD38DA,42.12,3.57,3.23,有,
安南區,房地(土地+建物),臺南市安南區環館路３５２巷２２號,183.22,住,,,1150608,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050531,365.76000000000005,3,3,5,有,有,32500000,88856,,0.0,0,陽台外推；其他增建；,RPQOMLPKPHLGFBD38DA,333.21,0.0,30.64,有,054
安南區,房地(土地+建物),臺南市安南區安興街１８１巷２６弄１９號,93.31,住,,,1150605,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130924,164.92,5,2,5,有,無,15600000,94591,,0.0,0,,RPTNMLQKPHLGFBD68DA,150.29,0.0,14.63,無,
南區,房地(土地+建物)+車位,臺南市南區水交社路１號八樓之１０,19.85,住,,,1150604,土地3建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061101,128.93,2,1,1,有,有,9900000,76786,坡道平面,27.64,0,,RPSNMLNJPHLGFCD28DA,58.35,0.0,7.52,有,055
南區,房地(土地+建物),臺南市南區金華路二段１４４巷２號,131.0,住,,,1150608,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0701001,416.1,5,2,5,有,無,20000000,48065,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLQKPHLGFCD48DA,416.1,0.0,0.0,有,
東區,房地(土地+建物),臺南市東區大同路二段６１巷１６１弄２之４號五樓,26.13,住,,,1150627,土地1建物1車位0,五層,,華廈(10層含以下有電梯),,,,100.46000000000001,2,2,2,有,無,6400000,63707,,0.0,0,陽台外推；,RPVNMLRKPHLGFCD09DA,70.08,0.0,12.98,有,056
南區,房地(土地+建物),臺南市南區中華南路二段２６９號四樓,37.36,住,,,1150607,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,混凝土造,0701126,130.07,3,2,1,有,無,4800000,36903,,0.0,0,,RPTNMLKLPHLGFCD28DA,97.21,22.28,0.03,無,057
鹽水區,房地(土地+建物),臺南市鹽水區後厝５１之４６號,78.82,住,,,1150601,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860521,188.82,4,2,3,有,無,5500000,29128,,0.0,0,頂樓加蓋；其他增建；,RPPNMLLLPHLGFDD08DA,164.74,0.0,4.7,無,
白河區,土地,詔安段94-1地號,420.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,504600,1200,,0.0,0,協議價購；,RPSNMLPKPHLGFED78DA,0.0,0.0,0.0,無,058
白河區,土地,詔安段183-1地號,530.0,,特定農業區,農牧用地,1150612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,689000,1300,,0.0,0,協議價購；,RPTPMLPKPHLGFED09DA,0.0,0.0,0.0,無,
白河區,土地,詔安段87地號,281.12,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,337350,1200,,0.0,0,協議價購；,RPUPMLPKPHLGFED56DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段82地號,228.25,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,273900,1200,,0.0,0,協議價購；,RPVPMLPKPHLGFED66DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段87地號,168.67,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,202410,1200,,0.0,0,協議價購；,RPWPMLPKPHLGFED76DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段88地號,1319.33,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1583200,1200,,0.0,0,協議價購；,RPTNMLLLPHLGFED58DA,0.0,0.0,0.0,無,
將軍區,土地,將軍段3321-1地號,106.0,,鄉村區,乙種建築用地,1150611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,16038,,0.0,0,,RPTNMLNJPHLGFGD78DA,0.0,0.0,0.0,無,
佳里區,車位,臺南市佳里區文化路６６８、６６８之１號３６戶公設,0.0,,,,1150612,土地0建物1車位1,,,其他,,,,13.76,0,0,0,無,有,900000,,一樓平面,0.0,900000,建物坐落地號：佛天段348地號；僅車位交易；,RPUNMLSJPHLGFGD76DA,0.0,0.0,0.0,有,
新市區,房地(土地+建物)+車位,臺南市新市區大社４１１之２號五樓之１,22.49,,鄉村區,乙種建築用地,1150607,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141205,72.94,2,2,2,有,有,6880000,94324,其他,0.0,950000,,RPPNMLQJPHLGFHD78DA,50.1,0.0,4.12,有,
新市區,房地(土地+建物)+車位,臺南市新市區富林路５８９號九樓之３,17.13,住,,,1150610,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120823,109.16,2,2,2,有,有,9680000,88677,坡道平面,19.66,0,陽台外推；,RPUNMLQKPHLGFHD76DA,52.4,0.0,4.92,有,062
新化區,土地,洋子段938-5地號,1036.0,,特定農業區,農牧用地,1150619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10968650,10588,,0.0,0,未登記建物；,RPTNMLLLPHLGFHD88DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區賢路一段７巷２１號十二樓之８,23.61,住,,,1150617,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141231,146.78,3,2,2,有,有,11980000,81619,坡道平面,33.58,0,,RPRNMLLLPHLGFID78DA,65.97,0.0,8.03,有,063
永康區,房地(土地+建物)+車位,臺南市永康區永華路３７６巷８號二樓之２,36.9,住,,,1150610,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130207,120.4,2,2,2,有,有,13000000,107973,一樓平面,0.0,1600000,,RPWNMLOKPHLGFKD07DA,69.01,0.0,9.4,有,
白河區,土地,中興段1891地號,6001.0,住,,,1150610,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000000,16664,,0.0,0,中興段1891地號售價56232330元整-住宅區中興段1891-5地號售價34146200元整-住宅區中興段1891-31891-4地號售價2381940元整-道路用地,RPPNMLLLPHLGFED28EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區青年路１４７號九樓之２,13.01,商,,,1150615,土地3建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811215,116.1,3,2,2,有,有,4300000,37037,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLPKOHLGFAD28DA,81.53,0.0,5.79,有,
中西區,房地(土地+建物),臺南市中西區民生路一段１０號二樓之４,10.59,商,,,1150611,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661022,50.32,1,1,1,有,無,3900000,77504,,0.0,0,有電梯但故障無法使用。,RPTOMLQKOHLGFAD58DA,44.72,0.0,0.0,有,064
安平區,土地,海興段1-28地號,915.42,都市：其他:特定住宅專用區,,,1150604,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,80500000,87938,,0.0,0,安平區海興段1-32地號價金為新台幣3528000元整,RPUOMLQKOHLGFAD68DA,0.0,0.0,0.0,無,065
安平區,房地(土地+建物),臺南市安平區建平十七街４３號三樓之３,9.34,商,,,1150620,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831011,153.45000000000002,4,2,2,有,有,7700000,50179,,0.0,0,其他增建；,RPPOMLOKPHLGFAD08DA,111.22,0.0,5.21,有,066
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段６６３號十四樓之５,8.76,商,,,1150620,土地1建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,92.69,2,2,2,有,有,8850000,104518,坡道機械,18.54,1100000,含裝潢費；,RPRPMLPKPHLGFAD48DA,42.22,2.63,3.34,有,
安平區,房地(土地+建物),臺南市安平區健康路三段６９６之１號三樓之３,13.22,住,,,1150627,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,ＲＣ造,0940917,58.68000000000001,1,1,1,有,有,5350000,91172,,0.0,0,,RPVNMLQKPHLGFAD78DA,38.81,0.0,2.39,有,067
安平區,房地(土地+建物)+車位,臺南市安平區健康三街１５８號七樓之２,14.51,住,,,1150608,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,0950822,141.18,3,2,2,有,有,11380000,80606,坡道平面,0.0,0,,RPQNMLLLPHLGFAD87DA,71.79,0.0,8.33,有,068
安南區,房地(土地+建物),臺南市安南區安中路一段７００巷９６之３號,65.32,住,,,1150610,土地14建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700907,100.92,3,2,2,有,無,4700000,46572,,0.0,0,,RPOOMLLLPHLGFBD87DA,79.94,0.01,9.81,無,069
東區,房地(土地+建物)+車位,臺南市東區崇賢三路８號七樓之１,47.86,住,,,1150616,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1071205,273.45,4,2,2,有,有,34000000,140012,坡道平面,52.04,3000000,,RPWNMLQKOHLGFCD98DA,135.34,0.0,16.42,有,070
東區,房地(土地+建物)+車位,臺南市東區裕農路５８號,0.39,都市：其他:住宅區,,,1150616,土地3建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870413,135.38,4,2,2,有,無,8000000,59093,坡道平面,21.92,0,陽台外推；其他增建；包含公共設施保留地用地；,RPTNMLPKPHLGFCD68DA,91.13,0.0,0.0,有,
南區,房地(土地+建物),臺南市南區永興三街４３號,106.0,住,,,1150608,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770718,150.2,5,2,4,有,無,10300000,68575,,0.0,0,頂樓加蓋；,RPWNMLLLPHLGFCD68DA,143.36,0.0,6.84,無,
白河區,土地,蓮潭段一小段1272-1地號,77.0,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100100,1300,,0.0,0,協議價購；,RPSNMLOKPHLGFED68DA,0.0,0.0,0.0,無,
白河區,土地,蓮潭段一小段258地號,35.5,,一般農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42600,1200,,0.0,0,協議價購；,RPTNMLOKPHLGFED78DA,0.0,0.0,0.0,無,071
白河區,土地,蓮潭段一小段266-1地號,4299.0,,一般農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5158800,1200,,0.0,0,協議價購；,RPUNMLOKPHLGFED88DA,0.0,0.0,0.0,無,
白河區,土地,蓮潭段一小段267-1地號,42.0,,一般農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50400,1200,,0.0,0,協議價購；,RPVNMLOKPHLGFED98DA,0.0,0.0,0.0,無,
白河區,土地,蓮潭段一小段1268-1地號,291.0,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,407400,1400,,0.0,0,協議價購；,RPWNMLOKPHLGFED09DA,0.0,0.0,0.0,無,
白河區,土地,蓮潭段一小段264地號,177.25,,一般農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212700,1200,,0.0,0,協議價購；,RPXNMLOKPHLGFED56DA,0.0,0.0,0.0,無,072
白河區,土地,蓮潭段一小段259地號,2268.0,,一般農業區,農牧用地,1150612,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2721600,1200,,0.0,0,協議價購；,RPOOMLOKPHLGFED38DA,0.0,0.0,0.0,無,073
白河區,土地,蓮潭段一小段264地號,177.25,,一般農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212700,1200,,0.0,0,協議價購；,RPPOMLOKPHLGFED48DA,0.0,0.0,0.0,無,072
白河區,土地,蓮潭段一小段255地號,1383.0,,一般農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1659600,1200,,0.0,0,協議價購；,RPQOMLOKPHLGFED58DA,0.0,0.0,0.0,無,075
白河區,土地,詔安段94-1地號,420.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,504600,1200,,0.0,0,協議價購；,RPTNMLPKPHLGFED88DA,0.0,0.0,0.0,無,058
白河區,土地,詔安段95-1地號,16.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19800,1200,,0.0,0,協議價購；,RPUNMLPKPHLGFED98DA,0.0,0.0,0.0,無,
白河區,土地,詔安段67-1地號,292.25,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350700,1200,,0.0,0,協議價購；,RPVNMLPKPHLGFED09DA,0.0,0.0,0.0,無,077
白河區,土地,詔安段89地號,1394.0,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1672800,1200,,0.0,0,協議價購；,RPXNMLPKPHLGFED66DA,0.0,0.0,0.0,無,
白河區,土地,詔安段206地號,24.61,,特定農業區,農牧用地,1150612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,29535,1200,,0.0,0,協議價購；,RPOOMLPKPHLGFED48DA,0.0,0.0,0.0,無,078
白河區,土地,詔安段206地號,24.61,,特定農業區,農牧用地,1150612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,29535,1200,,0.0,0,協議價購；,RPPOMLPKPHLGFED58DA,0.0,0.0,0.0,無,078
白河區,土地,詔安段206地號,24.61,,特定農業區,農牧用地,1150612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,29535,1200,,0.0,0,協議價購；,RPQOMLPKPHLGFED68DA,0.0,0.0,0.0,無,078
白河區,土地,詔安段78地號,5050.0,,特定農業區,農牧用地,1150612,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6060000,1200,,0.0,0,協議價購；,RPROMLPKPHLGFED78DA,0.0,0.0,0.0,無,081
白河區,土地,詔安段78地號,2525.0,,特定農業區,農牧用地,1150612,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3030000,1200,,0.0,0,協議價購；,RPSOMLPKPHLGFED88DA,0.0,0.0,0.0,無,081
白河區,土地,詔安段78地號,10100.0,,特定農業區,農牧用地,1150612,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12120000,1200,,0.0,0,協議價購；,RPTOMLPKPHLGFED98DA,0.0,0.0,0.0,無,081
白河區,土地,詔安段78地號,7575.0,,特定農業區,農牧用地,1150612,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9090000,1200,,0.0,0,協議價購；,RPUOMLPKPHLGFED09DA,0.0,0.0,0.0,無,081
白河區,土地,詔安段186-1地號,206.0,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,267800,1300,,0.0,0,協議價購；,RPVOMLPKPHLGFED56DA,0.0,0.0,0.0,無,
白河區,土地,詔安段90-1地號,2145.0,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2574000,1200,,0.0,0,協議價購；,SPVOMLPKPHLGFED66DA,0.0,0.0,0.0,無,
白河區,土地,詔安段91-1地號,870.0,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1044000,1200,,0.0,0,協議價購；,RPWOMLPKPHLGFED66DA,0.0,0.0,0.0,無,085
白河區,土地,詔安段86地號,563.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,676200,1200,,0.0,0,協議價購；,RPXOMLPKPHLGFED76DA,0.0,0.0,0.0,無,086
白河區,土地,詔安段86地號,563.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,676200,1200,,0.0,0,協議價購；,RPOPMLPKPHLGFED58DA,0.0,0.0,0.0,無,086
白河區,土地,詔安段86地號,1690.5,,特定農業區,農牧用地,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2028600,1200,,0.0,0,協議價購；,RPPPMLPKPHLGFED68DA,0.0,0.0,0.0,無,086
白河區,土地,詔安段87地號,281.12,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,337350,1200,,0.0,0,協議價購；,RPXPMLPKPHLGFED86DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段87地號,168.67,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,202410,1200,,0.0,0,協議價購；,RPOQMLPKPHLGFED68DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段87地號,281.12,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,337350,1200,,0.0,0,協議價購；,RPPQMLPKPHLGFED78DA,0.0,0.0,0.0,無,059
白河區,土地,詔安段87地號,168.67,,特定農業區,農牧用地,1150612,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,202410,1200,,0.0,0,協議價購；,RPQQMLPKPHLGFED88DA,0.0,0.0,0.0,無,059
白河區,土地,蓮潭段一小段239地號,1369.0,,一般農業區,農牧用地,1150629,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,730,,0.0,0,,RPPNMLMLPHLGFED28DA,0.0,0.0,0.0,無,
官田區,土地,福安段1185地號,62.53,工,,,1150616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2126536,34008,,0.0,0,,RPUNMLLJPHLGFFD58DA,0.0,0.0,0.0,無,093
官田區,土地,福安段1187-7地號,232.83,農,,,1150616,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,493010,2117,,0.0,0,,SPUNMLLJPHLGFFD68DA,0.0,0.0,0.0,無,094
