鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
仁德區,房地(土地+建物),臺南市仁德區大甲里中正西路４０２號四樓之７,4.83,住,,,1150604,土地2建物1車位0,四層,四層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0960920,13.629999999999999,1,1,1,有,有,800000,58694,,0.0,0,夾層；,RPSNMLPLOHLGFID56DA,7.14,0.9,0.0,有,003
關廟區,土地,下湖段7-97地號,301.0,,一般農業區,農牧用地,1150605,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,480000,1595,,0.0,0,,RPSNMLTLOHLGFID96DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發二路３１３號十一樓之３,34.09,住,,,1150607,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1120113,145.93,3,2,2,有,有,16000000,109642,坡道平面,20.52,0,,RPUNMLTLOHLGFID17DA,75.21,0.0,6.54,有,004
永康區,房地(土地+建物),臺南市永康區東橋里中山南路３６５巷４號,1657.2,工,,,1150608,土地2建物1車位0,全,一層,透天厝,工業用,鋼造,0840925,1124.62,0,1,1,有,無,37000000,32900,,0.0,0,本案標的為廠辦,RPQNMLPLOHLGFKD56DA,1124.62,0.0,0.0,無,
新營區,土地,土安段415-1地號,13.6,,鄉村區,交通用地,1150617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,281384,20690,,0.0,0,政府機關標讓售；,RPPNMLLJPHLGFDD97EA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區林森路三段１４０巷９９號七樓之２,49.26,住,,,1150612,土地2建物1車位2,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130916,235.51,3,2,2,有,有,29600000,125685,坡道平面,50.76,0,,RPROMLOLOHLGFAD28DA,108.89,0.0,12.21,有,005
北區,房地(土地+建物)+車位,臺南市北區開元路５１７號十二樓之３,11.27,商,,,1150601,土地3建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1041105,149.23,3,2,2,有,有,10800000,72372,坡道平面,32.55,0,,RPPNMLPLOHLGFAD08DA,71.09,1.65,8.97,有,006
中西區,土地,銀同段903-2地號,2.39,商,,,1150613,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,370000,154812,,0.0,0,畸零地或有合併使用效益；,RPWPMLTLOHLGFAD76DA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區開元路５２３號十九樓之２,5.75,商,,,1150616,土地3建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1041105,78.60000000000001,2,2,1,有,有,6500000,82697,,0.0,0,,RPTQMLKMOHLGFAD38DA,47.83,0.0,7.26,有,007
安南區,房地(土地+建物),臺南市安南區府安路五段１５７巷２２弄４５號,111.84,住,,,1150615,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0700703,129.45,4,1,3,有,無,8000000,61800,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMLOHLGFBD48DA,121.18,0.0,8.27,無,
安南區,房地(土地+建物)+車位,臺南市安南區安通路五段３３０號十四樓,27.21,住,,,1150615,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120913,156.64999999999998,3,2,2,有,有,14500000,92563,坡道平面,29.82,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKMOHLGFBD97DA,75.87,0.0,7.2,有,008
南區,土地,省躬段973-3地號,111.14,農,,,1150604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,466800,4200,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOLOHLGFCD98DA,0.0,0.0,0.0,無,
南區,土地,華南段1163地號,281.0,農,,,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3060000,10890,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQLOHLGFCD38DA,0.0,0.0,0.0,無,009
南區,土地,鹽埕段2165地號,25.05,住,,,1150608,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2440000,97405,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTLOHLGFCD68DA,0.0,0.0,0.0,無,
白河區,土地,關子嶺段593地號,655.0,,山坡地保育區,農牧用地,1150603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,305,,0.0,0,,RPPNMLNJOHLGFED08DA,0.0,0.0,0.0,無,
白河區,房地(土地+建物),臺南市白河區仙草里３鄰仙草２４之５號,33.22,都市：其他:道路用地,,,1150616,土地2建物1車位0,全,一層,透天厝,住家用,木造,0530000,49.08,2,2,1,有,無,1500000,30562,,0.0,0,頂樓加蓋；,RPUNMLSKOHLGFED56DA,49.08,0.0,0.0,無,
麻豆區,土地,油車段1026-7地號,167.47,住,,,1150605,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11000000,65683,,0.0,0,,RPRNMLOLOHLGFFD68DA,0.0,0.0,0.0,無,010
七股區,土地,三聖段2393地號,533.22,,一般農業區,甲種建築用地,1150608,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8065000,15125,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLKKOHLGFGD18DA,0.0,0.0,0.0,無,011
學甲區,土地,中洲南段716地號,12.78,,特定農業區,甲種建築用地,1150622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120000,9390,,0.0,0,,RPTNMLNLOHLGFGD88DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區海澄里１鄰萊芊寮１之１００號,147.92,,工業區,丁種建築用地,1150612,土地1建物1車位0,全,三層,透天厝,辦公用,鋼筋混凝土造,0830407,249.89,6,2,3,有,無,5800000,23210,,0.0,0,其他增建；,RPRNMLTLOHLGFGD66DA,229.96,0.0,19.93,無,
佳里區,土地,延平段189地號,771.58,,一般農業區,農牧用地,1150621,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,3888,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLTLOHLGFGD09DA,0.0,0.0,0.0,無,
七股區,房地(土地+建物),臺南市七股區大埕里大埕２９之１５號,100.0,,特定農業區,甲種建築用地,1150611,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830518,175.26,4,2,3,有,無,4500000,25676,,0.0,0,,RPSNMLKMOHLGFGD58DA,162.01,7.46,5.79,無,
善化區,土地,曾文段2132地號,1140.0,,特定農業區,農牧用地,1150602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8500000,7456,,0.0,0,,RPTNMLMKOHLGFHD78DA,0.0,0.0,0.0,無,
新化區,土地,崙子頂段746地號,42.67,,鄉村區,乙種建築用地,1150623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,19920,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；,RPWNMLKMOHLGFHD09DA,0.0,0.0,0.0,無,
關廟區,土地,新埔段1708-2地號,688.5,,一般農業區,農牧用地,1150608,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,2614,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMLOHLGFID98DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區後壁里德南路２０９巷１７號,92.03,住,,,1150607,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1020329,179.0,3,2,3,有,無,10000000,55866,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLTLOHLGFID96DA,141.11,0.0,37.89,無,
歸仁區,土地,崙頂段254地號,192.01,,一般農業區,農牧用地,1150616,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1330000,6927,,0.0,0,,RPPNMLKMOHLGFID48DA,0.0,0.0,0.0,無,012
新營區,房地(土地+建物),臺南市新營區新北八街７６巷２４號,95.57,住,,,1150623,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830909,218.25,5,2,4,有,無,9000000,41237,,0.0,0,,RPPNMLMJPHLGFDD08EA,200.04,2.47,15.74,無,
鹽水區,土地,仁光段168地號,992.3,,鄉村區,乙種建築用地,1150616,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2060000,2076,,0.0,0,本案係共有土地出賣給共有人親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLMJPHLGFDD18EA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區北園街３８號七樓之１,8.82,商,,,1150606,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870420,68.42,2,2,1,有,有,5660000,82724,,0.0,0,其他增建；,RPPNMLQJOHLGFAD97DA,50.41,0.0,3.58,有,013
中西區,房地(土地+建物),臺南市中西區忠義路二段１８５號六樓之７,10.35,商,,,1150619,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691203,82.16,1,1,1,有,有,3600000,43817,,0.0,0,,RPUOMLOLOHLGFAD58DA,64.0,0.0,0.0,有,
安南區,土地,安西段657地號,23.86,都市：其他:住宅區,,,1150611,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,30176,,0.0,0,包含公共設施保留地用地；,RPWNMLSKOHLGFBD09DA,0.0,0.0,0.0,無,
安南區,土地,學南段231地號,1312.71,工,,,1150608,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17869050,13612,,0.0,0,重劃區工業地,RPTNMLTLOHLGFBD98DA,0.0,0.0,0.0,無,014
南區,房地(土地+建物),臺南市南區公英七街１２號,48.54,住,,,1150602,土地1建物1車位0,全,二層,透天厝,住家用,補強磚造,0600520,68.8,4,2,1,有,無,4500000,65407,,0.0,0,其他增建；,RPPNMLSKOHLGFCD48DA,68.8,0.0,0.0,無,
南區,土地,新都段475地號,116.1,,,,1150606,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,950000,8183,,0.0,0,包含公共設施保留地用地；,RPVNMLOLOHLGFCD78DA,0.0,0.0,0.0,無,015
東區,房地(土地+建物)+車位,臺南市東區東榮街７號七樓之４,6.35,住,,,1150620,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830901,45.56999999999999,1,0,1,有,有,2500000,54861,升降機械,0.0,0,,RPROMLPLOHLGFCD58DA,21.54,0.0,1.45,有,
東區,土地,仁和段588-48地號,0.6,住,,,1150625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,25000,0,,0.0,0,,RPXNMLTLOHLGFCD86DA,0.0,0.0,0.0,無,016
南區,房地(土地+建物),臺南市南區中華南路二段３５０號四樓,37.16,住,,,1150612,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701126,130.07,3,2,1,有,無,3500000,26909,,0.0,0,陽台外推；,RPQNMLKMOHLGFCD97DA,97.21,0.0,22.31,無,
東區,房地(土地+建物),臺南市東區長東街４１巷２弄１３號,80.0,住,,,1150610,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0760107,120.02,6,3,2,有,無,11100000,92485,,0.0,0,頂樓加蓋；其他增建；,RPRNMLLJPHLGFCD97DA,114.33,0.0,5.69,無,
南區,房地(土地+建物),臺南市南區德興路１２９號,76.0,住,,,1150615,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0660805,139.18,6,2,2,有,無,10500000,75442,,0.0,0,,RPTNMLLJPHLGFCD18DA,139.18,0.0,0.0,無,
新營區,土地,茄苳段296-5地號,91.27,住,,,1150618,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1720000,18845,,0.0,0,未登記建物；,RPPNMLTLOHLGFDD78DA,0.0,0.0,0.0,無,017
新營區,房地(土地+建物),臺南市新營區東光街４０巷４５號二樓,30.02,住,,,1150629,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880317,145.42000000000002,3,2,2,有,有,5100000,35071,,0.0,0,,RPUNMLLJPHLGFDD38DA,84.51,0.0,8.53,有,
大內區,土地,二重溪段119地號,669.0,,山坡地保育區,農牧用地,1150605,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,598,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTLOHLGFFD09DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區新興里新生南路３３巷２０號二樓之３,26.7,住,,,1150601,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1120307,75.11,2,2,2,有,有,5200000,69232,,0.0,0,陽台外推；其他增建；,RPQNMLKMOHLGFFD28DA,52.72,0.0,5.63,有,018
佳里區,房地(土地+建物),臺南市佳里區忠孝路３８５巷９號,134.77,住,,,1150605,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1141231,269.05,5,2,6,有,無,18000000,66902,,0.0,0,,RPUNMLKMOHLGFGD78DA,255.08,0.0,13.97,無,
佳里區,房地(土地+建物),臺南市佳里區麻佳路三段７６號,1210.0,,特定農業區,農牧用地,1150615,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0740927,258.49,5,3,4,有,無,13000000,50292,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLKMOHLGFGD88DA,229.5,0.0,28.99,無,
新市區,房地(土地+建物)+車位,臺南市新市區富中街２６９號五樓之６,24.95,住,,,1150614,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060327,149.82999999999998,4,4,4,有,有,13000000,92899,坡道平面,26.04,1500000,夾層；含租約；,RPQNMLOKOHLGFHD68DA,70.24,0.0,8.86,有,
歸仁區,土地,歸仁北段170-2地號,91.9,農,,,1150603,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,238940,2600,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKOHLGFID56DA,0.0,0.0,0.0,無,019
仁德區,房地(土地+建物),臺南市仁德區大甲里中正西路３６０巷２０弄４３號二樓之２８,5.02,住,,,1150603,土地2建物1車位0,二層,四層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0960920,14.149999999999999,1,1,1,有,有,800000,56537,,0.0,0,,RPSNMLKMOHLGFID78DA,7.14,0.9,0.0,有,020
永康區,房地(土地+建物),臺南市永康區北興路１６６巷５號,95.6,住,,,1150601,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1030605,207.44,4,2,4,有,無,16500000,79541,,0.0,0,,RPQOMLRKOHLGFKD76DA,190.69,0.0,16.75,無,
永康區,房地(土地+建物),臺南市永康區復華里復華八街５１巷３９號二樓之６,6.54,住,,,1150613,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850426,23.53,1,1,1,有,有,2200000,93498,,0.0,0,夾層；,RPXNMLKMOHLGFKD86DA,10.96,0.66,4.34,有,
安平區,房地(土地+建物),臺南市安平區安平路３０４號一樓之７,8.25,住,,,1150629,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710223,39.39,2,1,1,有,無,880000,22341,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJPHLGFAD67EA,28.08,0.0,0.0,有,021
官田區,土地,福安段68地號,133.09,農,,,1150601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3400000,25547,,0.0,0,包含公共設施保留地用地；,RPPNMLMLOHLGFFD38EA,0.0,0.0,0.0,無,022
官田區,土地,角秀段288-13地號,2881.0,農,,,1150620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4350000,1510,,0.0,0,,RPPNMLLJPHLGFFD18EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區永大路二段１３１０巷５３號,97.81,住,,,1150618,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720523,118.22,4,2,3,有,無,4047757,34239,,0.0,0,家人之間買賣享用土地增值稅率親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJPHLGFKD68EA,107.54,6.65,4.03,無,
安平區,土地,金華段153地號,168.0,住,,,1150613,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28000000,166667,,0.0,0,,RPRNMLNKOHLGFAD97DA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區中成路１８號八樓之７,2.97,商,,,1150607,土地1建物1車位0,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860127,38.010000000000005,1,0,1,有,有,3700000,97343,,0.0,0,,RPQPMLKMOHLGFAD97DA,21.39,0.0,5.39,有,023
北區,房地(土地+建物)+車位,臺南市北區開元路５１９號十二樓之８,11.27,商,,,1150612,土地3建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1041105,157.60000000000002,3,2,2,有,有,10800000,68528,坡道平面,32.55,0,,RPTPMLKMOHLGFAD28DA,74.09,5.97,7.61,有,024
北區,房地(土地+建物)+車位,臺南市北區北成路８０巷２２弄８號八樓,33.54,住,,,1150623,土地1建物1車位1,八層，夾層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840913,138.28,3,2,2,有,有,2450000,17718,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPORMLKMOHLGFAD97DA,81.76,0.0,9.69,有,
安平區,房地(土地+建物)+車位,臺南市安平區建平六街１１４號五樓之１０,18.47,住,,,1150618,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830319,116.8,2,1,2,有,有,6000000,51370,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJPHLGFAD57DA,73.54,0.0,10.12,有,
東區,房地(土地+建物)+車位,臺南市東區崇明二十二街３６號二樓之５,26.86,住,,,1150615,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1080213,107.19,2,2,2,有,有,9600000,89561,一樓平面,13.77,0,,RPQOMLPKOHLGFCD38DA,59.81,0.0,1.39,有,025
