鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
永康區,房地(土地+建物),臺南市永康區安康里大橋一街５７之５號十樓之１１,3.08,都市：其他:住宅區,,,1150802,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,31.0,1,1,1,有,有,2330000,75161,,0.0,0,,RPUNMLRJQHLGFKD17DA,20.02,0.0,3.17,有,
永康區,房地(土地+建物)+車位,臺南市永康區中華二路３５８巷６號六樓之２,16.88,都市：其他:住宅區,,,1150801,土地2建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810919,181.38000000000002,4,2,2,有,有,10220000,56346,坡道平面,30.93,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLKKQHLGFKD68DA,112.09,0.57,14.52,有,
永康區,房地(土地+建物),臺南市永康區忠街１１８號七樓之１１,4.15,都市：其他:住宅區,,,1150803,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0950918,17.259999999999998,1,0,1,有,有,1220000,70684,,0.0,0,夾層；,RPQNMLLKQHLGFKD88DA,8.29,0.35,0.0,有,
東區,房地(土地+建物),臺南市東區崇善路２０５巷６弄３６號,98.0,都市：其他:住宅區,,,1150803,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0710811,230.28,4,1,4,有,無,7000000,30398,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKQHLGFCD58DA,216.2,0.0,14.08,無,
白河區,土地,蓮潭段一小段274-3地號,60.0,,一般農業區,農牧用地,1150803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72000,1200,,0.0,0,協議價購；,RPPNMLLKQHLGFED18DA,0.0,0.0,0.0,無,004
白河區,土地,蓮潭段一小段273-1地號,71.5,,一般農業區,農牧用地,1150803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,85800,1200,,0.0,0,協議價購；,RPQNMLLKQHLGFED28DA,0.0,0.0,0.0,無,
白河區,土地,蓮潭段一小段274-3地號,60.0,,一般農業區,農牧用地,1150803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72000,1200,,0.0,0,協議價購；,RPRNMLLKQHLGFED38DA,0.0,0.0,0.0,無,004
白河區,土地,蓮潭段一小段274-3地號,60.0,,一般農業區,農牧用地,1150803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72000,1200,,0.0,0,協議價購；,RPTNMLLKQHLGFED58DA,0.0,0.0,0.0,無,004
白河區,土地,詔安段180-1地號,1191.0,,特定農業區,農牧用地,1150803,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1548300,1300,,0.0,0,協議價購；,RPUNMLLKQHLGFED68DA,0.0,0.0,0.0,無,
安南區,土地,海東段1335-1地號,13.48,都市：其他:住宅區,,,1150801,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,394000,29228,,0.0,0,未登記建物；,RPPNMLMKQHLGFBD08EA,0.0,0.0,0.0,無,
七股區,土地,頂山段285地號,235.59,,鄉村區,乙種建築用地,1150803,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,570080,2420,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；包含公共設施保留地用地；,RPPNMLNKQHLGFGD68EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物),臺南市安平區國平路５９９號十二樓之４,4.61,都市：其他:第三種商業區(附),,,1150806,土地1建物1車位0,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831222,53.900000000000006,2,1,1,有,有,4050000,75139,,0.0,0,,RPROMLMKQHLGFAD18DA,36.13,0.33,5.56,有,007
安平區,房地(土地+建物)+車位,臺南市安平區國平北路１３７號二十樓之１２,7.34,都市：其他:商業區(附),,,1150805,土地1建物1車位1,二十層,三十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1140415,106.81,2,1,1,有,有,7900000,73963,坡道平面,27.92,0,,RPSPMLNKQHLGFAD48DA,48.1,0.0,3.29,有,008
安南區,房地(土地+建物)+車位,臺南市安南區淵西路１６５號二樓之８,24.06,都市：其他:住宅區,,,1150806,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150127,71.91,3,2,2,有,無,5600000,77875,一樓平面,7.44,0,車位僅移轉持分2分之1，持分合併為全部親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHLGFBD78DA,42.22,0.0,3.83,有,009
東區,房地(土地+建物),臺南市東區東寧路５３８巷７號三樓之２,3.52,都市：其他:住宅區,,,1150808,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780425,17.95,1,0,1,有,有,1620000,90251,,0.0,0,,RPRNMLOKQHLGFCD48DA,10.73,0.0,0.0,有,010
柳營區,土地,柳營段溫厝小段1648地號,83.0,,特定農業區,甲種建築用地,1150809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,14458,,0.0,0,本件買賣範圍包含地上工作物及電力設備。,RPPNMLTJQHLGFDD78DA,0.0,0.0,0.0,無,011
柳營區,土地,綠隧段488-4地號,8.0,,鄉村區,乙種建築用地,1150810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72600,9075,,0.0,0,土地增值稅、代書勞務費、規費、印花稅等費用由買方繳納。親友、員工、共有人或其他特殊關係間之交易；,RPSNMLOKQHLGFDD68DA,0.0,0.0,0.0,無,
下營區,土地,大屯寮段579-168地號,222.0,,鄉村區,乙種建築用地,1150810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,5405,,0.0,0,,RPOOMLKKQHLGFFD18DA,0.0,0.0,0.0,無,
官田區,土地,隆興段413地號,549.19,都市：其他:農業區,,,1150804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4570000,8321,,0.0,0,政府機關標讓售；,RPSNMLOKQHLGFFD88DA,0.0,0.0,0.0,無,
學甲區,土地,中洲南段79地號,129.48,,特定農業區,甲種建築用地,1150801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2740000,21162,,0.0,0,,RPTNMLMKQHLGFGD88DA,0.0,0.0,0.0,無,
將軍區,房地(土地+建物),臺南市將軍區玉山里１８之２２號,87.0,,鄉村區,乙種建築用地,1150803,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0821212,163.59,4,1,3,有,無,4950000,30259,,0.0,0,,RPROMLMKQHLGFGD78DA,148.23,10.08,5.28,無,
南化區,土地,南化段1017-3地號,30.31,,山坡地保育區,農牧用地,1150807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24000,792,,0.0,0,,RPPNMLNKQHLGFJD88DA,0.0,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區金華路二段１１５號,295.51,都市：其他:住宅區,,,1150806,土地4建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0870918,419.92,8,2,9,有,無,25000000,59535,,0.0,0,,RPQNMLOKQHLGFDD58EA,387.51,0.0,32.41,無,
大內區,土地,石仔瀨北段179地號,68.02,都市：其他:農業區,,,1150803,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1282000,18847,,0.0,0,政府機關標讓售；,RPQNMLSKQHLGFFD56EA,0.0,0.0,0.0,無,
柳營區,土地,旭山段686地號,140.5,,一般農業區,農牧用地,1150810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,1068,,0.0,0,特殊交易情況、合夥人撤出。,RPPNMLQKQHLGFDD58DA,0.0,0.0,0.0,無,012
鹽水區,土地,飯店段1524地號,1976.0,,一般農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2272400,1150,,0.0,0,協議價購；,RPPNMLRKQHLGFDD68DA,0.0,0.0,0.0,無,
鹽水區,土地,飯店段1546地號,53.75,,一般農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,61812,1150,,0.0,0,協議價購；,RPQNMLRKQHLGFDD78DA,0.0,0.0,0.0,無,013
鹽水區,土地,飯店段1546地號,53.75,,一般農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,61812,1150,,0.0,0,協議價購；,RPSNMLRKQHLGFDD98DA,0.0,0.0,0.0,無,013
鹽水區,土地,飯店段1547地號,3690.0,,一般農業區,農牧用地,1150812,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4243500,1150,,0.0,0,協議價購；,RPUNMLRKQHLGFDD56DA,0.0,0.0,0.0,無,
鹽水區,土地,飯店段1519地號,11991.0,,一般農業區,農牧用地,1150812,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13789650,1150,,0.0,0,協議價購；,RPVNMLRKQHLGFDD66DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段105-3地號,25.71,,一般農業區,水利用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27514,1070,,0.0,0,協議價購；,RPWNMLRKQHLGFDD76DA,0.0,0.0,0.0,無,015
鹽水區,土地,田寮段105-3地號,25.71,,一般農業區,水利用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27514,1070,,0.0,0,協議價購；,RPXNMLRKQHLGFDD86DA,0.0,0.0,0.0,無,015
鹽水區,土地,田寮段105-3地號,25.71,,一般農業區,水利用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27514,1070,,0.0,0,協議價購；,RPOOMLRKQHLGFDD68DA,0.0,0.0,0.0,無,015
鹽水區,土地,飯店段1546地號,53.75,,一般農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,61813,1150,,0.0,0,協議價購；,RPSPMLRKQHLGFDD56DA,0.0,0.0,0.0,無,013
鹽水區,土地,飯店段1546地號,53.75,,一般農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,61813,1150,,0.0,0,協議價購；,RPTPMLRKQHLGFDD66DA,0.0,0.0,0.0,無,013
鹽水區,土地,田寮段105-3地號,25.71,,一般農業區,水利用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27514,1070,,0.0,0,協議價購；,RPXQMLRKQHLGFDD17DA,0.0,0.0,0.0,無,015
後壁區,土地,嘉民段114地號,65.82,,鄉村區,乙種建築用地,1150801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,900000,13674,,0.0,0,,RPQNMLLMPHLGFED38DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區成功路１６９巷９６弄１７７號,77.53,都市：其他:住宅區,,,1150811,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140109,214.36,4,2,5,有,無,26580000,123997,,0.0,0,,RPQNMLSKQHLGFHD66DA,193.08,0.0,21.28,有,
關廟區,房地(土地+建物),臺南市關廟區北勢里仁愛路１７６巷２９號,62.0,都市：其他:住宅區,,,1150804,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0640604,64.56,4,1,3,有,無,500000,7745,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRKQHLGFID27DA,62.84,0.0,1.73,無,
官田區,土地,角秀段266-1地號,174.5,都市：其他:農業區,,,1150810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,210000,1203,,0.0,0,,RPPNMLRKQHLGFFD98EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區西門路二段１２０號八樓之５,5.92,都市：其他:商業區,,,1150804,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0680619,40.95,1,1,1,有,有,619000,15116,,0.0,0,,RPWNMLPJQHLGFAD78DA,40.95,0.0,0.0,有,
安南區,土地,南興段816地號,3773.26,都市：其他:主要計畫道路用地,,,1150807,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30450209,8070,,0.0,0,協議價購；,RPXNMLKKQHLGFBD58DA,0.0,0.0,0.0,無,
安南區,土地,外塭段854地號,11.19,都市：其他:住宅區,,,1150814,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5070000,453083,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSKQHLGFBD58DA,0.0,0.0,0.0,無,
安南區,土地,外塭段854地號,11.19,都市：其他:住宅區,,,1150814,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5070000,453083,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKQHLGFBD68DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),臺南市南區體育路４３巷３８號,37.99,都市：其他:中密度住宅區,,,1150801,土地2建物1車位0,一層，二層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0700911,97.74000000000001,2,2,1,有,無,6000000,61387,,0.0,0,其他增建；,RPPNMLLJQHLGFCD87DA,67.9,0.0,9.55,無,
南區,土地,鹽埕段230-55地號,11.0,都市：其他:細部計畫道路用地,,,1150810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1028500,93500,,0.0,0,協議價購；,RPPNMLNKQHLGFCD18DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段234-15地號,8.0,都市：其他:細部計畫道路用地,,,1150810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,897600,112200,,0.0,0,協議價購；,RPRNMLNKQHLGFCD38DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段234-15地號,8.0,都市：其他:細部計畫道路用地,,,1150810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,897600,112200,,0.0,0,協議價購；,RPSNMLNKQHLGFCD48DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段234-15地號,8.0,都市：其他:細部計畫道路用地,,,1150810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,897600,112200,,0.0,0,協議價購；,RPVNMLNKQHLGFCD78DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段230-398地號,1.0,都市：其他:住宅區,,,1150810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,93500,0,,0.0,0,協議價購；,RPUOMLNKQHLGFCD78DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段230-464地號,1.22,都市：其他:細部計畫道路用地,,,1150810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,114399,93770,,0.0,0,協議價購；,RPVOMLNKQHLGFCD88DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區崇明路１３７號十一樓之５,3.83,都市：其他:住宅區,,,1150812,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,39.49,1,0,1,有,有,3600000,91162,,0.0,0,,RPQNMLSKQHLGFCD78DA,25.25,0.0,5.36,有,
鹽水區,土地,田寮段600-2地號,451.0,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,595320,1320,,0.0,0,協議價購；,RPPOMLRKQHLGFDD78DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段595-5地號,116.0,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,153120,1320,,0.0,0,協議價購；,RPQOMLRKQHLGFDD88DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1835地號,3775.0,,特定農業區,農牧用地,1150812,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5354500,1418,,0.0,0,協議價購；,RPROMLRKQHLGFDD98DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段595-3地號,46.0,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,60720,1320,,0.0,0,協議價購；,RPSOMLRKQHLGFDD09DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1810地號,1728.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2453760,1420,,0.0,0,協議價購；,RPTOMLRKQHLGFDD56DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1833地號,1994.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2831480,1420,,0.0,0,協議價購；,RPUOMLRKQHLGFDD66DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段603地號,48.5,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,64020,1320,,0.0,0,協議價購；,RPVOMLRKQHLGFDD76DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段607-4地號,108.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,145800,1350,,0.0,0,協議價購；,RPXOMLRKQHLGFDD96DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1839地號,3940.0,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5594800,1420,,0.0,0,協議價購；,RPOPMLRKQHLGFDD78DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1834地號,2062.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2928040,1420,,0.0,0,協議價購；,RPPPMLRKQHLGFDD88DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1808地號,3052.0,,特定農業區,農牧用地,1150812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4327190,1418,,0.0,0,協議價購；,RPQPMLRKQHLGFDD98DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段1809地號,2786.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3956120,1420,,0.0,0,協議價購；,RPRPMLRKQHLGFDD09DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段594-2地號,107.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,141240,1320,,0.0,0,協議價購；,RPUPMLRKQHLGFDD76DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段607-5地號,78.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,105300,1350,,0.0,0,協議價購；,RPVPMLRKQHLGFDD86DA,0.0,0.0,0.0,無,
鹽水區,土地,田寮段609-7地號,124.0,,特定農業區,農牧用地,1150812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,167400,1350,,0.0,0,協議價購；,RPXPMLRKQHLGFDD07DA,0.0,0.0,0.0,無,
官田區,土地,二鎮段二鎮小段264地號,84.0,都市：其他:住宅區,,,1150805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,35714,,0.0,0,,RPPNMLPJQHLGFFD58DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物)+車位,臺南市善化區蓮潭路３號四樓之２,27.98,都市：其他:生活服務區(第三種住宅區),,,1150803,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071122,124.7,2,2,2,有,有,11000000,88212,坡道平面,28.93,0,,RPQOMLQJQHLGFHD09DA,57.08,0.0,4.87,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３７號十五樓之５,14.94,都市：其他:商業區,,,1150805,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,98.87,2,2,1,有,有,13850000,163421,坡道平面,25.44,1850000,,RPTNMLTKQHLGFID17DA,43.39,0.0,4.19,有,
