鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
東區,房地(土地+建物)+車位,臺南市東區裕和五街/裕誠街口,35.01,住,,,1150601,土地1建物1車位3,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.12,3,2,2,有,無,28000000,163095,坡道平面,78.39,5700000,,RPQNMLKKOHLGFCD77CB,日東昇Park626,A棟3號,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段與光賢街,22.13,住,,,1150609,土地4建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.38,3,2,2,有,無,24540000,154610,坡道平面,30.27,1950000,,RPPNMLLKOHLGFAD57CB,艾美御之苑,B2-16F號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150602,土地2建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,38900000,200687,坡道平面,25.73,2100000,,RPPNMLMKOHLGFCD87CB,國城?實,E棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150602,土地2建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.89,2,2,1,有,無,14900000,192998,坡道平面,23.05,2000000,,RPQNMLMKOHLGFCD97CB,國城?實,E棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150606,土地2建物1車位1,十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23800000,177132,坡道平面,25.73,2050000,,RPSNMLMKOHLGFCD18CB,國城?實,K棟6號,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區建南街,38.54,住,,,1150607,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.9,2,1,2,有,無,8520000,75681,一樓平面,16.5,1300000,,RPPNMLMKOHLGFFD28DB,梧址境2,B棟1號,
永康區,房地(土地+建物)+車位,臺南市永康區永大二路永吉路,14.25,商,,,1150609,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.92,3,2,2,有,無,14000000,108919,坡道平面,33.91,1800000,,RPQNMLPKOHLGFKD09CB,時代至上,A棟5號,
中西區,房地(土地+建物)+車位,臺南市中西區府前路二段258巷29弄,7.64,其他,,,1150601,土地1建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.44,2,2,1,有,無,13700000,143024,坡道機械,12.0,1480000,,RPPNMLQKOHLGFAD08CB,三發 DIAMOND ONE,G棟5號,
善化區,房地(土地+建物)+車位,臺南市善化區裕民街,29.04,住,,,1150603,土地5建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.51,3,2,2,有,無,15360000,107996,坡道平面,30.95,1800000,,RPPNMLQKOHLGFHD78CB,謙大華,A2棟10號,
仁德區,房地(土地+建物)+車位,臺南市仁德區北保東路46巷,27.08,住,,,1150607,土地1建物1車位2,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.68,3,2,2,有,無,14150000,91494,坡道平面,64.0,3200000,,RPPNMLQKOHLGFID88CB,昕悅東城,B棟5號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,14.66,其他,,,1150607,土地3建物1車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,196.45,3,2,2,有,無,25200000,135442,坡道平面,24.79,1950000,,RPPNMLRKOHLGFAD18CB,百慶擎川,A棟A2-12F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150608,土地3建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,21170000,131814,坡道平面,24.79,1850000,,RPQNMLRKOHLGFAD28CB,百慶擎川,A棟A3-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150608,土地3建物1車位1,十八層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,22000000,136795,坡道平面,24.79,1950000,,RPRNMLRKOHLGFAD38CB,百慶擎川,A棟A3-18F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150607,土地3建物1車位1,九層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,20820000,129767,坡道平面,24.79,1800000,,RPSNMLRKOHLGFAD48CB,百慶擎川,A棟A3-9F號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150601,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3,2,2,有,無,12930000,89249,坡道平面,25.73,1250000,,RPPNMLRKOHLGFDD48CB,佳順 ? 大悅,A6棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,17.15,住,,,1150601,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.09,2,2,2,有,無,9450000,88783,坡道平面,25.73,1250000,,RPSNMLRKOHLGFDD78CB,佳順 ? 大悅,D3棟1號,
永康區,房地(土地+建物)+車位,臺南市永康區平道路與永運一路交叉路口,19.78,商,,,1150605,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.32,3,2,2,有,無,16400000,120512,坡道平面,34.17,1800000,,RPPNMLRKOHLGFKD56CB,櫻花南科之櫻,A2棟13號,
永康區,房地(土地+建物)+車位,臺南市永康區平道路與永運一路交叉路口,21.94,商,,,1150605,土地1建物1車位2,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.81,3,2,2,有,無,19700000,119729,坡道平面,68.34,3600000,,RPQNMLRKOHLGFKD66CB,櫻花南科之櫻,B3棟6號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,10.77,商,,,1150606,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.5,3,2,2,有,無,11950000,131893,坡道機械,9.72,900000,,RPRNMLRKOHLGFKD76CB,聯上豐實,A棟3號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,10.88,商,,,1150606,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.4,3,2,2,有,無,12560000,137695,坡道機械,9.72,900000,,RPSNMLRKOHLGFKD86CB,聯上豐實,E棟7號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,20.59,住,,,1150608,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.99,2,2,1,有,無,11220000,100663,坡道平面,28.41,1800000,,RPRNMLSKOHLGFHD56CB,佳鋐科匯,A5棟0號,
善化區,房地(土地+建物)+車位,臺南市善化區六分寮260號旁,27.38,,鄉村區,乙種建築用地,1150610,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.37,3,2,2,有,無,6920000,63121,一樓平面,13.75,1200000,,RPQNMLNLOHLGFHD68CB,鄉景尚品,A棟5號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,15.81,其他,,,1150601,土地3建物1車位1,二十六層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.71,3,2,2,有,無,29720000,148827,坡道平面,24.79,2050000,,RPPNMLOLOHLGFAD97CB,百慶擎川,B棟B5-26F號,
善化區,房地(土地+建物)+車位,臺南市善化區光華路54巷,14.3,商,,,1150601,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.66,2,2,2,有,無,11380000,104847,坡道機械,20.52,1300000,,RPQNMLOLOHLGFHD78CB,和紘善美,B6棟8F號,
善化區,房地(土地+建物)+車位,臺南市善化區光華路54巷,12.81,商,,,1150601,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.66,2,2,2,有,無,11400000,107497,坡道平面,25.82,1850000,,RPRNMLOLOHLGFHD88CB,和紘善美,C6棟6F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,33.94,其他,,,1150601,土地3建物1車位2,一層,27,店面(店鋪),商業用,鋼筋混凝土造,,390.27,0,0,0,無,無,63470000,173970,坡道平面,49.58,4200000,此戶為露台戶,RPPNMLPLOHLGFAD08CB,百慶擎川,A棟S7號,
永康區,房地(土地+建物)+車位,臺南市永康區平道段239地號,14.7,商,,,1150603,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,122.47,2,2,1,有,無,11060000,105543,坡道平面,34.07,1730000,,RPQNMLSLOHLGFKD86CB,瑞築序,B5棟04F號,
安南區,房地(土地+建物)+車位,臺南市安南區安中路四段211巷附近,30.27,住,,,1150608,土地4建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.92,3,2,2,有,無,8580000,85580,一樓平面,14.19,1500000,,RPPNMLTLOHLGFBD58CB,合恆 寓紳鄰-曙光,B棟2號,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,31.65,住,,,1150606,土地3建物1車位2,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,220.66,3,2,2,有,無,30320000,139245,坡道平面,41.12,5320000,,RPQNMLKMOHLGFCD97CB,巴克禮PARK,A棟2號,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,26.02,住,,,1150602,土地3建物1車位2,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.7,3,2,2,有,無,25710000,136174,坡道平面,39.79,5160000,,RPRNMLKMOHLGFCD08CB,巴克禮PARK,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,31.65,住,,,1150602,土地3建物1車位2,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,220.66,3,2,2,有,無,30850000,142197,坡道平面,41.12,5320000,,RPSNMLKMOHLGFCD18CB,巴克禮PARK,A棟2號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,16.46,住,,,1150608,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.53,2,2,2,有,無,9040000,85635,坡道平面,25.73,1350000,,RPPNMLKMOHLGFDD97CB,佳順 ? 大悅,A1棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150608,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3,2,2,有,無,12900000,89020,坡道平面,25.73,1250000,,RPSNMLKMOHLGFDD28CB,佳順 ? 大悅,A6棟1號,
新化區,房地(土地+建物)+車位,臺南市新化區崙子頂117號對面,28.95,,鄉村區,乙種建築用地,1150607,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.05,3,2,2,有,無,12700000,89269,一樓平面,49.27,2900000,,RPPNMLKMOHLGFHD38CB,天闊,A棟3號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵十二路171號對面,30.63,住,,,1150609,土地1建物1車位2,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,183.08,3,2,2,有,無,15630000,110588,坡道平面,66.16,2700000,,RPRNMLKMOHLGFID68CB,高鐵ONE,F棟F1-08F號,
新化區,房地(土地+建物)+車位,臺南市新化區民生路234巷,25.07,住,,,1150608,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.48,2,2,2,有,無,10180000,98499,坡道平面,36.85,1450000,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLNJPHLGFHD98CB,白樓2璞域,壹棟C號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,12.89,住,,,1150608,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.57,3,2,2,有,無,23200000,193470,坡道平面,19.99,2580000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:家電費,RPPNMLQJPHLGFAD08CB,成大之森,A棟A10-24F號,
