鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,19.9,住,,,1150707,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.24,2,2,1,有,無,11480000,106456,坡道平面,27.31,1800000,,RPQNMLKKPHLGFHD38CB,佳鋐科匯,A6棟0號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,15.81,其他,,,1150710,土地3建物1車位2,二十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,231.65,3,2,2,有,無,30860000,148899,坡道平面,49.58,3750000,,RPUNMLNKPHLGFAD38CB,百慶擎川,A棟A5-20F號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,29.02,住,,,1150710,土地2建物1車位2,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,253.24,3,2,2,有,無,35660000,167489,坡道平面,62.72,3750000,,RPVNMLNKPHLGFAD48CB,國泰原美,A棟A1-03F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,28.14,住,,,1150702,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.28,3,2,2,有,無,14380000,102965,坡道平面,37.16,1600000,,RPPNMLNKPHLGFBD97CB,硯青,D棟D3-6F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,24.12,住,,,1150702,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.3,3,2,2,有,無,12570000,102389,坡道平面,37.16,1600000,,RPQNMLNKPHLGFBD08CB,硯青,D棟D2-9F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,15.58,住,,,1150702,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.77,2,2,1,有,無,8930000,106738,坡道平面,37.16,1500000,,RPRNMLNKPHLGFBD18CB,硯青,E棟E6-7F號,
東區,房地(土地+建物)+車位,臺南市東區裕忠路與裕興街口,28.42,住,,,1150701,土地3建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.95,3,2,2,有,無,22400000,175354,坡道平面,39.18,2450000,,RPPNMLNKPHLGFCD08CB,宗大虎隱,B1棟5號,
東區,房地(土地+建物)+車位,臺南市東區裕忠路與裕興街口,28.42,住,,,1150701,土地3建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.95,3,2,2,有,無,21820000,172453,坡道平面,39.18,2200000,,RPQNMLNKPHLGFCD18CB,宗大虎隱,B5棟5號,
永康區,房地(土地+建物)+車位,臺南市永康區平道路與永運一路交叉路口,20.86,商,,,1150701,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.56,3,2,2,有,無,19050000,132799,坡道平面,34.17,2000000,,RPPNMLNKPHLGFKD88CB,櫻花南科之櫻,C1棟12號,
永康區,房地(土地+建物)+車位,臺南市永康區平道路與永運一路交叉路口,26.26,商,,,1150703,土地1建物1車位2,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,227.94,4,2,2,有,無,23180000,121429,坡道平面,68.34,3800000,,RPQNMLNKPHLGFKD98CB,櫻花南科之櫻,B5棟6號,
永康區,房地(土地+建物)+車位,臺南市永康區平道十六街與水漾路交叉口,26.75,住,,,1150705,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.93,3,2,2,有,無,20580000,134085,坡道平面,24.87,1800000,含冰箱交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPUNMLNKPHLGFKD76CB,遠雄山禾,C棟C07F09號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,10.88,商,,,1150704,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.4,3,2,2,有,無,12800000,137577,坡道機械,9.72,1150000,,RPOOMLNKPHLGFKD88CB,聯上豐實,A棟7號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.6,商,,,1150705,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.03,3,2,2,有,無,18700000,129147,坡道平面,25.72,2000000,,RPQOMLNKPHLGFKD09CB,聯上豐實,A棟5號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.6,商,,,1150707,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.72,3,2,2,有,無,19250000,132946,坡道平面,25.72,2100000,,RPROMLNKPHLGFKD56CB,聯上豐實,E棟1號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.6,商,,,1150706,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.88,3,2,2,有,無,19300000,133168,坡道平面,25.72,2100000,,RPSOMLNKPHLGFKD66CB,聯上豐實,A棟6號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,15.11,商,,,1150710,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.33,3,2,2,有,無,17680000,134172,坡道平面,25.72,1900000,,RPTOMLNKPHLGFKD76CB,聯上豐實,B棟6號,
安平區,房地(土地+建物)+車位,臺南市安平區育平九街育平九街142巷,19.84,住,,,1150706,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.67,3,2,2,有,無,16380000,138097,坡道平面,29.73,1750000,,RPPNMLOKPHLGFAD97CB,華平深見,A棟6號,
中西區,房地(土地+建物),臺南市中西區北門路一段123巷,13.2,商,,,1150704,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,69.35,2,2,1,有,無,11100000,160058,,0.0,0,,RPQNMLOKPHLGFAD08CB,北門路案,A棟5A號,
安南區,房地(土地+建物),臺南市安南區安中路四段211巷附近,30.27,住,,,1150706,土地4建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.73,3,2,2,有,無,6880000,83162,,0.0,0,,RPQNMLPKPHLGFBD28CB,合恆 寓紳鄰-曙光,B棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區安中路四段211巷附近,32.02,住,,,1150706,土地4建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.68,3,2,2,有,無,8730000,82638,一樓平面,14.19,1500000,,RPRNMLPKPHLGFBD38CB,合恆 寓紳鄰-曙光,A棟5號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路一段215巷30號旁,38.26,住,,,1150701,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.01,3,2,2,有,無,11700000,98087,一樓平面,22.04,1600000,,RPOOMLPKPHLGFBD18CB,宜室感,A棟5號,
白河區,房地(土地+建物)+車位,臺南市白河區富民路,123.04,住,,,1150705,土地3建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,161.2,4,2,4,有,無,12350000,76613,一樓平面,0.0,0,停車位位於室內專有範圍內,RPRNMLPKPHLGFED68CB,廣晟森白舍,A棟A2號,
白河區,房地(土地+建物)+車位,臺南市白河區富民路,125.04,住,,,1150705,土地3建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,161.2,4,2,4,有,無,12350000,76613,一樓平面,0.0,0,停車位位於室內專有範圍內,RPSNMLPKPHLGFED78CB,廣晟森白舍,A棟A3號,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁義六街20巷,23.56,住,,,1150710,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.08,3,2,2,有,無,13180000,99604,坡道平面,30.92,1610000,,RPPNMLPKPHLGFID88CB,佳晟家仁,B5棟9F號,
永康區,房地(土地+建物)+車位,臺南市永康區永大二路永吉路,14.25,商,,,1150708,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.92,3,2,2,有,無,15050000,117400,坡道平面,33.91,1900000,,RPQNMLQKPHLGFKD66CB,時代至上,A棟5號,
北區,房地(土地+建物)+車位,臺南市北區文賢路1122巷,47.2,住,,,1150709,土地2建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.27,3,2,2,有,無,12350000,116343,一樓平面,21.16,1750000,,RPQNMLRKPHLGFAD38CB,薈萃居10,A棟1號,
永康區,房地(土地+建物)+車位,臺南市永康區平道段239地號,14.43,商,,,1150709,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,115.83,2,2,1,有,無,10170000,106709,坡道機械,28.49,850000,,RPPNMLRKPHLGFKD66CB,瑞築序,B7棟07F號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區清水段52、54地號,28.33,住,,,1150706,土地2建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.96,2,2,2,有,無,10150000,108208,一樓平面,14.87,1700000,,RPPNMLSKPHLGFID56CB,府居柏金,A棟6號,
安南區,房地(土地+建物)+車位,臺南市安南區新宅五街17號旁,29.07,其他,,,1150705,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.54,2,2,2,有,無,7990000,83641,其他,6.98,750000,,RPPNMLLLPHLGFBD87CB,信美心上,1棟B2號,
鹽水區,房地(土地+建物),臺南市鹽水區康樂路26巷旁,98.48,住,,,1150710,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,204.54,5,2,5,有,無,18500000,90447,,0.0,0,,RPWNMLLLPHLGFDD78CB,水月里仁第二期,B棟1號,
鹽水區,房地(土地+建物),臺南市鹽水區康樂路26巷旁,107.03,住,,,1150708,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,215.5,5,2,5,有,無,18500000,85847,,0.0,0,,RPXNMLLLPHLGFDD88CB,水月里仁第二期,B棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路,24.86,住,,,1150705,土地1建物1車位1,十一層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.28,2,2,2,有,無,18950000,114328,坡道平面,22.71,1850000,,RPPNMLMLPHLGFBD97CB,一字寬,A1棟11號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150707,土地2建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,39650000,204777,坡道平面,25.73,2100000,,RPPNMLNLPHLGFCD18CB,國城?實,E棟1號,
東區,房地(土地+建物),臺南市東區後甲三街X平實二街,24.44,商,,,1150703,土地2建物1車位0,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.37,3,2,3,有,無,37780000,206032,,0.0,0,,RPQNMLNLPHLGFCD28CB,國城?實,E棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150706,土地2建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,38900000,201232,坡道平面,25.73,2000000,,RPRNMLNLPHLGFCD38CB,國城?實,E棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150703,土地2建物1車位2,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.3,2,2,1,有,無,17450000,194494,坡道平面,51.46,4450000,,RPSNMLNLPHLGFCD48CB,國城?實,E棟3號,
安南區,房地(土地+建物)+車位,臺南市安南區鎮安六街108號旁,34.63,住,,,1150708,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.29,2,2,2,有,無,10450000,107411,一樓平面,0.0,1550000,位於法定空地上約定專用，無所有權,RPPNMLOLPHLGFBD18CB,悠仁貴殿,A棟2號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150706,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3,2,2,有,無,12550000,85581,坡道平面,25.73,1350000,,RPQNMLOLPHLGFDD48CB,佳順 ? 大悅,A2棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,17.15,住,,,1150706,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.68,2,2,2,有,無,9190000,85422,坡道平面,25.73,1250000,,RPSNMLOLPHLGFDD68CB,佳順 ? 大悅,A5棟1號,
安定區,房地(土地+建物),臺南市安定區海寮路,106.61,,鄉村區,乙種建築用地,1150710,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,187.52,4,2,5,有,無,16000000,85324,,0.0,0,,RPPNMLOLPHLGFHD78CB,高第禾禾2,B棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,8.01,住,,,1150706,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.93,2,2,1,有,無,11080000,107303,坡道平面,19.31,2000000,,RPQNMLQLPHLGFBD48CB,?讀耶魯,B棟05號,
玉井區,房地(土地+建物),臺南市玉井區玉興段1098-4地號,112.34,住,,,1150707,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,198.88,5,2,5,有,無,15880000,79847,,0.0,0,,RPPNMLSLPHLGFJD76CB,森山景,A棟5號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150702,土地3建物1車位1,十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,21280000,131200,坡道平面,24.79,2050000,,RPPNMLTLPHLGFAD58CB,百慶擎川,A棟A3-10F號,
安南區,房地(土地+建物)+車位,臺南市安南區怡安路二段,31.96,住,,,1150708,土地1建物1車位1,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.51,3,2,2,有,無,17370000,120827,坡道平面,33.82,1700000,,RPPNMLKMPHLGFBD87CB,良勳101,A棟2號,
仁德區,房地(土地+建物),臺南市仁德區長興路87巷,24.26,住,,,1150710,土地2建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,69.95,2,2,2,有,無,7100000,101501,,0.0,0,,RPPNMLOJQHLGFID78CB,高第禾禾,B棟5F-B1號,
玉井區,房地(土地+建物),臺南市玉井區玉興段1098-5號,161.01,住,,,1150710,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,243.54,5,2,4,有,無,18000000,73910,,0.0,0,,RPPNMLPJQHLGFJD98CB,森山景,B棟1號,
