鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,24.65,住,,,1150727,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.5,3,2,2,有,無,12690000,97548,坡道平面,29.3,1550000,,RPPNMLTLPHLGFBD68CB,佳展安和,A1棟5號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,16.95,住,,,1150727,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.71,2,2,1,有,無,9130000,96713,坡道平面,29.3,1450000,,RPQNMLTLPHLGFBD78CB,佳展安和,A3棟6號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區七甲二街57巷,32.35,,鄉村區,乙種建築用地,1150723,土地3建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.4,2,2,2,有,無,7200000,77585,其他,9.91,800000,,RPPNMLKMPHLGFID58CB,夏川7期,A棟6號,
學甲區,房地(土地+建物),臺南市學甲區民族路12巷,103.12,商,,,1150728,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,200.79,4,2,4,有,無,14800000,73709,,0.0,0,,RPPNMLLMPHLGFGD58DB,見築想想Ⅱ,E棟9號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150721,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25260000,171923,坡道平面,25.73,2200000,,RPPNMLLJQHLGFCD87CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150725,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25720000,175352,坡道平面,25.73,2200000,,RPQNMLLJQHLGFCD97CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150724,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25390000,175476,坡道平面,25.73,2050000,,RPSNMLLJQHLGFCD18CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150721,土地2建物1車位1,二十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.81,3,2,2,有,無,25960000,178257,坡道平面,26.8,2250000,,RPTNMLLJQHLGFCD28CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150724,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17200000,184012,坡道平面,25.73,2100000,,RPUNMLLJQHLGFCD38CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150724,土地2建物1車位1,七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23730000,176154,坡道平面,25.73,2100000,,RPXNMLLJQHLGFCD68CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150725,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24380000,181448,坡道平面,25.73,2100000,,RPOOMLLJQHLGFCD87CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150725,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24900000,185276,坡道平面,25.73,2150000,,RPPOMLLJQHLGFCD97CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150723,土地2建物1車位1,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17010000,182915,坡道平面,25.73,2000000,,RPQOMLLJQHLGFCD08CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150722,土地2建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17430000,187424,坡道平面,25.73,2050000,,RPROMLLJQHLGFCD18CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150724,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17800000,191933,坡道平面,25.73,2050000,,RPSOMLLJQHLGFCD28CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150725,土地2建物1車位1,二十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,26190000,178856,坡道平面,25.73,2200000,,RPTOMLLJQHLGFCD38CB,國城?實,G棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150724,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24380000,181404,坡道平面,25.73,2100000,,RPVOMLLJQHLGFCD58CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150722,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24660000,183683,坡道平面,25.73,2100000,,RPWOMLLJQHLGFCD68CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150724,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24330000,181448,坡道平面,25.73,2050000,,RPOPMLLJQHLGFCD97CB,國城?實,G棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150722,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.86,2,2,2,有,無,17200000,184012,坡道平面,26.8,2100000,,RPPPMLLJQHLGFCD08CB,國城?實,G棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150722,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17710000,190836,坡道平面,25.73,2050000,,RPQPMLLJQHLGFCD18CB,國城?實,G棟7號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150725,土地3建物1車位1,十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,21610000,134134,坡道平面,24.79,1950000,,RPQNMLNJQHLGFAD97CB,百慶擎川,A棟A3-14F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,15.81,其他,,,1150731,土地3建物1車位1,十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,206.86,3,2,2,有,無,28060000,143956,坡道平面,24.79,1850000,,RPRNMLNJQHLGFAD08CB,百慶擎川,A棟A5-14F號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,22.68,住,,,1150725,土地2建物1車位1,四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.95,3,2,2,有,無,25030000,157346,坡道平面,31.36,1650000,,RPSNMLNJQHLGFAD18CB,國泰原美,A棟A5-04F號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,22.68,住,,,1150727,土地2建物1車位1,二十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,180.41,3,2,2,有,無,28300000,177457,坡道平面,31.36,1850000,,RPTNMLNJQHLGFAD28CB,國泰原美,A棟A4-21F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,23.62,住,,,1150727,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.51,3,2,2,有,無,12850000,108853,坡道平面,37.16,1600000,,RPSNMLNJQHLGFBD28CB,硯青,E棟E3-10F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,19.09,住,,,1150727,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.53,2,2,2,有,無,10650000,106080,坡道平面,37.16,1700000,,RPTNMLNJQHLGFBD38CB,硯青,D棟D5-6F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,14.06,住,,,1150727,土地6建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.75,2,2,2,有,無,14850000,146269,坡道平面,29.24,2050000,,RPPNMLNJQHLGFCD08CB,宏福悅,B棟B2-8F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,19.89,住,,,1150726,土地6建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.65,3,2,2,有,無,19930000,146933,坡道平面,26.92,1750000,,RPQNMLNJQHLGFCD18CB,宏福悅,B棟B1-11F號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.6,商,,,1150726,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.72,3,2,2,有,無,19250000,132946,坡道平面,25.72,2100000,,RPPNMLNJQHLGFKD88CB,聯上豐實,E棟1號,
仁德區,房地(土地+建物),臺南市仁德區二行,36.91,其他,,,1150724,土地3建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.76,1,1,1,有,無,3200000,63042,,0.0,0,,RPPNMLNJQHLGFID78DB,逸品居NO.2,B棟1號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二行,57.1,商,,,1150725,土地3建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.81,2,2,2,有,無,9600000,78856,一樓平面,13.75,1000000,,RPQNMLNJQHLGFID88DB,逸品居NO.2,B棟7號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,9.17,其他,,,1150724,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.69,2,2,2,有,無,17020000,150079,坡道平面,30.61,1850000,,RPPNMLOJQHLGFAD97CB,遠雄蘊合,A棟A06-11F號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150727,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3,2,2,有,無,12980000,88867,坡道平面,25.73,1350000,,RPPNMLOJQHLGFDD28CB,佳順 ? 大悅,A2棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150727,土地2建物1車位2,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.33,3,2,2,有,無,14670000,91465,坡道平面,51.46,2700000,本戶共買兩個車位車位合併計價,RPQNMLOJQHLGFDD38CB,佳順 ? 大悅,A6棟1號,
新化區,房地(土地+建物),臺南市新化區正新路312號後方,88.64,住,,,1150728,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,192.25,5,2,3,有,無,19000000,98830,,0.0,0,,RPPNMLOJQHLGFHD68CB,協奏曲3期,C棟C6號,
永康區,房地(土地+建物)+車位,臺南市永康區永大二路永吉路,14.41,商,,,1150724,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.32,3,2,2,有,無,14350000,109779,坡道平面,33.91,1900000,,RPPNMLOJQHLGFKD98CB,時代至上,A棟6號,
安南區,房地(土地+建物)+車位,臺南市安南區安佃街與安佃九街口,15.07,住,,,1150726,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.19,2,1,1,有,無,8100000,91047,坡道平面,24.7,1500000,,RPWNMLPJQHLGFBD88CB,希望翼,A棟9號,
新營區,房地(土地+建物)+車位,臺南市新營區公園路,37.55,住,,,1150727,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.64,3,1,2,有,無,10780000,83933,一樓平面,17.48,1450000,,RPPNMLRJQHLGFDD68DB,新東皇邸26期,B棟2B3號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,18.19,住,,,1150727,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.57,2,2,2,有,無,10560000,106414,坡道平面,27.31,1700000,,RPPNMLTJQHLGFHD56CB,佳鋐科匯,B3棟0號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,18.19,住,,,1150727,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.57,2,2,2,有,無,10700000,108095,坡道平面,27.31,1700000,,RPQNMLTJQHLGFHD66CB,佳鋐科匯,B3棟0號,
安南區,房地(土地+建物),臺南市安南區安中路四段211巷附近,23.33,住,,,1150731,土地4建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.77,2,2,2,有,無,5380000,84366,,0.0,0,,RPPNMLKKQHLGFBD77CB,合恆 寓紳鄰-曙光,C棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150725,土地2建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,39390000,202814,坡道平面,25.73,2200000,,RPPNMLKKQHLGFCD87CB,國城?實,E棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150725,土地2建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.57,2,2,1,有,無,15140000,194345,坡道平面,25.73,2150000,,RPQNMLKKQHLGFCD97CB,國城?實,E棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150725,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,26080000,179535,坡道平面,25.73,2200000,,RPRNMLKKQHLGFCD08CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150726,土地2建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,16910000,181696,坡道平面,25.73,2000000,,RPSNMLKKQHLGFCD18CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150723,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23820000,176887,坡道平面,25.73,2100000,,RPTNMLKKQHLGFCD28CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150725,土地2建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17150000,184012,坡道平面,25.73,2050000,,RPUNMLKKQHLGFCD38CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150722,土地2建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25300000,172594,坡道平面,25.73,2150000,,RPVNMLKKQHLGFCD48CB,國城?實,G棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150727,土地2建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,16910000,181696,坡道平面,25.73,2000000,,RPWNMLKKQHLGFCD58CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150725,土地2建物1車位1,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23800000,176681,坡道平面,25.73,2100000,,RPXNMLKKQHLGFCD68CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150724,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24470000,182181,坡道平面,25.73,2100000,,RPPOMLKKQHLGFCD97CB,國城?實,G棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150722,土地2建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,39420000,203250,坡道平面,25.73,2150000,,RPPNMLLKQHLGFCD97CB,國城?實,E棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150722,土地2建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.57,2,2,1,有,無,15200000,194494,坡道平面,25.73,2200000,,RPQNMLLKQHLGFCD08CB,國城?實,E棟7號,
永康區,房地(土地+建物)+車位,臺南市永康區復華五街80號南方基地,17.63,商,,,1150726,土地1建物1車位1,十七層,20,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,179.61,3,2,2,有,無,18850000,124796,坡道平面,44.99,2050000,,RPPNMLLKQHLGFKD78CB,陶喜琢悅,A棟1號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,8.73,其他,,,1150725,土地1建物1車位1,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.96,2,2,2,有,無,15350000,145688,坡道平面,30.61,1750000,,RPPNMLMKQHLGFAD87CB,遠雄蘊合,C棟C05-04F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,8.73,其他,,,1150725,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.96,2,2,2,有,無,15620000,147509,坡道平面,30.61,1850000,,RPQNMLMKQHLGFAD97CB,遠雄蘊合,C棟C03-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,8.73,其他,,,1150725,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.96,2,2,2,有,無,15990000,153080,坡道平面,30.61,1700000,,RPRNMLMKQHLGFAD08CB,遠雄蘊合,C棟C05-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,9.36,其他,,,1150726,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.48,2,2,2,有,無,15850000,138330,坡道平面,30.61,1620000,,RPSNMLMKQHLGFAD18CB,遠雄蘊合,B棟B05-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.42,其他,,,1150726,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.9,3,2,2,有,無,20280000,135960,坡道平面,30.61,1750000,,RPTNMLMKQHLGFAD28CB,遠雄蘊合,B棟B02-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.66,其他,,,1150727,土地1建物1車位2,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.24,3,2,2,有,無,23770000,140411,坡道平面,61.22,4250000,合約書無拆分車位個別價格,RPUNMLMKQHLGFAD38CB,遠雄蘊合,A棟A02-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.42,其他,,,1150728,土地1建物1車位1,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.9,3,2,2,有,無,20000000,133906,坡道平面,30.61,1750000,,RPVNMLMKQHLGFAD48CB,遠雄蘊合,B棟B02-04F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.66,其他,,,1150728,土地1建物1車位1,二十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.81,3,2,2,有,無,24970000,163937,坡道平面,30.61,2150000,,RPWNMLMKQHLGFAD58CB,遠雄蘊合,A棟A01-27F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.66,其他,,,1150728,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.63,3,2,2,有,無,22150000,146022,坡道平面,30.61,1850000,,RPXNMLMKQHLGFAD68CB,遠雄蘊合,A棟A02-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,9.27,其他,,,1150728,土地1建物1車位1,十九層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2,2,2,有,無,17520000,154684,坡道平面,30.61,1750000,,RPOOMLMKQHLGFAD87CB,遠雄蘊合,A棟A05-19F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,11.93,其他,,,1150729,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.92,3,2,2,有,無,20930000,145305,坡道平面,30.61,1850000,,RPPOMLMKQHLGFAD97CB,遠雄蘊合,A棟A03-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,13.44,其他,,,1150729,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.98,3,2,2,有,無,23650000,149962,坡道平面,30.61,2150000,,RPQOMLMKQHLGFAD08CB,遠雄蘊合,C棟C02-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.66,其他,,,1150730,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.81,3,2,2,有,無,22500000,150000,坡道平面,30.61,1620000,,RPROMLMKQHLGFAD18CB,遠雄蘊合,A棟A01-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,9.17,其他,,,1150731,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.69,2,2,2,有,無,16470000,144638,坡道平面,30.61,1850000,,RPSOMLMKQHLGFAD28CB,遠雄蘊合,A棟A06-05F號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路,24.86,住,,,1150726,土地1建物1車位1,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.28,2,2,2,有,無,19450000,117002,坡道平面,22.71,1950000,,RPPNMLMKQHLGFBD97CB,一字寬,A1棟14號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,14.45,住,,,1150726,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.26,1,2,2,有,無,12850000,125394,坡道平面,28.34,1700000,,RPQNMLMKQHLGFBD08CB,一字得,A5號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二行,53.78,商,,,1150730,土地3建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.04,2,2,2,有,無,8600000,74481,一樓平面,21.0,1000000,,RPPNMLMKQHLGFID78DB,逸品居NO.2,B棟3號,
