鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
北區,房地(土地+建物)+車位,臺南市北區北華街,18.22,商,,,1150801,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.05,3,2,2,有,無,19430000,156324,坡道平面,26.51,2150000,,RPUOMLMKQHLGFAD48CB,城之樹,A2-9F棟0號,
北區,房地(土地+建物)+車位,臺南市北區北華街,18.22,商,,,1150807,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.05,3,2,2,有,無,20000000,160575,坡道平面,26.51,2250000,,RPVOMLMKQHLGFAD58CB,城之樹,A2-11F棟0號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,16.95,住,,,1150810,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.71,2,2,1,有,無,9320000,97847,坡道平面,29.3,1550000,,RPPNMLNKQHLGFBD08CB,佳展安和,A3棟8號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,16.95,住,,,1150810,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.71,2,2,1,有,無,9050000,95706,坡道平面,29.3,1450000,,RPQNMLNKQHLGFBD18CB,佳展安和,A3棟5號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,14.06,住,,,1150807,土地6建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.75,2,2,2,有,無,14650000,141698,坡道平面,29.24,2250000,,RPPNMLNKQHLGFCD18CB,宏福悅,A棟A7-2F號,
善化區,房地(土地+建物)+車位,臺南市善化區目加溜灣大道與陽光三路交叉口,23.47,住,,,1150808,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.0,3,2,2,有,無,16100000,126616,坡道平面,23.85,1900000,,RPPNMLNKQHLGFHD68CB,宇成真,A6-06F號,
善化區,房地(土地+建物)+車位,臺南市善化區善成段1361地號,28.8,住,,,1150809,土地1建物1車位1,六層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,117.5,2,2,2,有,無,11850000,113023,坡道平面,28.58,1800000,,RPQNMLNKQHLGFHD78CB,德和擇善,A棟3號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.67,商,,,1150806,土地1建物1車位2,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.29,3,2,2,有,無,19580000,125760,坡道平面,35.44,3250000,,RPPNMLNKQHLGFKD98CB,聯上豐實,E棟2號,
永康區,房地(土地+建物)+車位,臺南市永康區忠孝路與忠孝路76巷交叉口,16.6,商,,,1150803,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.03,3,2,2,有,無,18280000,125126,坡道平面,25.72,2100000,,RPQNMLNKQHLGFKD09CB,聯上豐實,A棟5號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,30.3,住,,,1150810,土地1建物1車位2,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.61,4,2,2,有,無,16480000,96993,坡道平面,58.6,2900000,,RPPNMLOKQHLGFBD18CB,佳展安和,C2棟7號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二行,57.1,商,,,1150807,土地3建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.81,2,2,2,有,無,9600000,78856,一樓平面,13.75,1000000,,RPPNMLOKQHLGFID98DB,逸品居NO.2,B棟7號,
仁德區,房地(土地+建物),臺南市仁德區二行,75.37,其他,,,1150810,土地4建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.76,1,1,1,有,無,3900000,76832,,0.0,0,,RPQNMLOKQHLGFID09DB,逸品居NO.2,B棟1號,
關廟區,房地(土地+建物),臺南市關廟區保東路,111.27,,一般農業區,甲種建築用地,1150807,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,220.59,4,2,5,有,無,14700000,66639,,0.0,0,,RPRNMLOKQHLGFID56DB,森億居NO.8,B棟1號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,26.08,住,,,1150810,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.82,3,2,2,有,無,14800000,108944,坡道平面,28.41,1900000,,RPPNMLPKQHLGFHD88CB,佳鋐科匯,B2棟0號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,26.42,住,,,1150810,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.51,3,2,2,有,無,14590000,106549,坡道平面,28.41,1900000,,RPQNMLPKQHLGFHD98CB,佳鋐科匯,B6棟0號,
永康區,房地(土地+建物)+車位,臺南市永康區永大二路永吉路,17.07,商,,,1150806,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.22,3,2,2,有,無,16720000,108853,坡道平面,33.91,2100000,,RPQNMLPKQHLGFKD66CB,時代至上,A棟1號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,22.68,住,,,1150809,土地2建物1車位1,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.95,3,2,2,有,無,25530000,159365,坡道平面,31.36,1850000,,RPQNMLRKQHLGFAD48CB,國泰原美,A棟A5-03F號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,22.76,住,,,1150809,土地2建物1車位1,四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,180.93,3,2,2,有,無,25420000,157919,坡道平面,31.36,1800000,,RPRNMLRKQHLGFAD58CB,國泰原美,A棟A6-04F號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150805,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25720000,176098,坡道平面,25.73,2100000,,RPTNMLRKQHLGFCD98CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150807,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,26080000,180287,坡道平面,25.73,2100000,,RPWNMLRKQHLGFCD66CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150801,土地2建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17180000,184377,坡道平面,25.73,2050000,,RPXNMLRKQHLGFCD76CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150803,土地2建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23920000,177658,坡道平面,25.73,2100000,,RPOPMLRKQHLGFCD68CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150807,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24140000,179493,坡道平面,25.73,2100000,,RPPPMLRKQHLGFCD78CB,國城?實,G棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150804,土地2建物1車位1,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,22550000,166911,坡道平面,25.73,2050000,,RPRPMLRKQHLGFCD98CB,國城?實,I棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150801,土地2建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23840000,176236,坡道平面,25.73,2200000,,RPSPMLRKQHLGFCD09CB,國城?實,K棟6號,
新市區,房地(土地+建物),臺南市新市區三民街10巷,90.39,住,,,1150806,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,157.56,4,2,3,有,無,16900000,107261,,0.0,0,,RPPNMLRKQHLGFHD09CB,南科之心9,A棟1號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區七甲二街57巷,40.89,,鄉村區,乙種建築用地,1150801,土地3建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.06,3,2,2,有,無,9600000,77181,一樓平面,16.52,1300000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKQHLGFID56CB,夏川7期,A棟7號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,11.93,其他,,,1150801,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.88,3,2,2,有,無,20100000,136741,坡道平面,30.61,2150000,,RPQNMLSKQHLGFAD58CB,遠雄蘊合,B棟B03-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,12.42,其他,,,1150805,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.9,3,2,2,有,無,21380000,142197,坡道平面,30.61,2000000,,RPRNMLSKQHLGFAD68CB,遠雄蘊合,B棟B02-11F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,13.44,其他,,,1150806,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.98,3,2,2,有,無,22280000,144451,坡道平面,30.61,1570000,,RPSNMLSKQHLGFAD78CB,遠雄蘊合,C棟C02-05F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,11.93,其他,,,1150808,土地1建物1車位1,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.88,3,2,2,有,無,19800000,134456,坡道平面,30.61,2150000,,RPTNMLSKQHLGFAD88CB,遠雄蘊合,B棟B03-04F號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,23.32,住,,,1150803,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.47,3,2,2,有,無,12580000,89226,坡道平面,25.73,1450000,,RPPNMLTKQHLGFDD88CB,佳順 ? 大悅,A7棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,16.46,住,,,1150803,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.07,2,2,2,有,無,9190000,87117,坡道平面,24.65,1400000,,RPQNMLTKQHLGFDD98CB,佳順 ? 大悅,A8棟1號,
善化區,房地(土地+建物)+車位,臺南市善化區光華路54巷,11.62,商,,,1150803,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.33,2,2,2,有,無,9500000,102744,坡道機械,20.52,1300000,,RPPNMLTKQHLGFHD66CB,和紘善美,A2棟7F號,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁義六街20巷,26.89,住,,,1150810,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.76,3,2,2,有,無,14090000,94283,坡道平面,32.18,1590000,,RPPNMLTKQHLGFID76CB,佳晟家仁,A1棟2F號,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁義六街20巷,26.57,住,,,1150810,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.02,3,2,2,有,無,14280000,97101,坡道平面,30.92,1550000,,RPQNMLTKQHLGFID86CB,佳晟家仁,A1棟14F號,
永康區,房地(土地+建物)+車位,臺南市永康區永二街,24.01,住,,,1150806,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.84,3,2,2,有,無,12480000,98304,坡道平面,29.18,1700000,,RPQNMLTKQHLGFKD07CB,佳晟家康,A8棟4F號,
安南區,房地(土地+建物)+車位,臺南市安南區新宅五街17號旁,29.16,其他,,,1150801,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.8,2,2,2,有,無,8230000,86155,其他,6.98,750000,,RPPNMLKLQHLGFBD87CB,信美心上,1棟B7號,
安南區,房地(土地+建物)+車位,臺南市安南區新宅五街17號旁,29.16,其他,,,1150810,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.71,2,2,2,有,無,10300000,83787,一樓平面,19.41,1980000,,RPRNMLKLQHLGFBD08CB,信美心上,1棟B5號,
鹽水區,房地(土地+建物),臺南市鹽水區蔦松路201巷,85.0,,特定農業區,甲種建築用地,1150809,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,196.81,5,2,4,有,無,12700000,64529,,0.0,0,,RPPNMLKLQHLGFDD08CB,仙盈大鎮 第二期,E棟2號,
後壁區,房地(土地+建物)+車位,臺南市後壁區後壁147-59號對面,93.0,住,,,1150801,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,155.78,4,2,3,有,無,12900000,82809,其他,0.0,0,一樓室內設有停車空間,RPPNMLLLQHLGFED28CB,樂活居B區,B棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150803,土地2建物1車位1,十四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25290000,174724,坡道平面,25.73,2050000,,RPPNMLNLQHLGFCD28CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150803,土地2建物1車位1,十四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17060000,182915,坡道平面,25.73,2050000,,RPQNMLNLQHLGFCD38CB,國城?實,F棟3號,
中西區,房地(土地+建物)+車位,臺南市中西區府前路二段258巷29弄,7.66,其他,,,1150801,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.44,0,0,1,有,無,13190000,137055,坡道機械,12.0,1480000,,RPPNMLPLQHLGFAD28CB,三發 DIAMOND ONE,G棟2號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,17.15,住,,,1150810,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.68,2,2,2,有,無,9530000,88004,坡道平面,25.73,1350000,,RPQNMLPLQHLGFDD68CB,佳順 ? 大悅,A5棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,23.32,住,,,1150810,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.47,3,2,2,有,無,12650000,91390,坡道平面,25.73,1250000,,RPRNMLPLQHLGFDD78CB,佳順 ? 大悅,A7棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區新宅六街,35.08,住,,,1150801,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.23,3,2,2,有,無,12180000,95739,一樓平面,14.81,1800000,,RPPNMLRLQHLGFBD58CB,新宅好好,3FA1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150805,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24750000,184461,坡道平面,25.73,2100000,,RPVNMLRLQHLGFCD66CB,國城?實,G棟6號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,19.0,住,,,1150803,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.82,2,2,2,有,無,9860000,93877,坡道平面,29.3,1550000,,RPTNMLLMQHLGFBD48CB,佳展安和,B8棟14號,
永康區,房地(土地+建物)+車位,臺南市永康區永埔街及埔聖街交叉路口,18.46,住,,,1150808,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.95,2,2,2,有,無,11500000,113850,坡道平面,30.75,1800000,,RPSNMLLMQHLGFKD66CB,富凰琢青,B棟5號,
永康區,房地(土地+建物)+車位,臺南市永康區永埔街及埔聖街交叉路口,23.32,住,,,1150808,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.35,3,2,2,有,無,15500000,127323,坡道平面,30.75,1800000,,RPTNMLLMQHLGFKD76CB,富凰琢青,B棟2號,
永康區,房地(土地+建物)+車位,臺南市永康區永埔街及埔聖街交叉路口,23.32,住,,,1150809,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.35,3,2,2,有,無,15220000,122862,坡道平面,30.75,2000000,,RPUNMLLMQHLGFKD86CB,富凰琢青,A棟1號,
永康區,房地(土地+建物)+車位,臺南市永康區永埔街及埔聖街交叉路口,23.32,住,,,1150808,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.35,3,2,2,有,無,14930000,122026,坡道平面,30.75,1800000,,RPVNMLLMQHLGFKD96CB,富凰琢青,B棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,14.45,住,,,1150807,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.52,1,2,2,有,無,12380000,119758,坡道平面,28.34,1700000,,RPQNMLMJRHLGFBD08CB,一字得,B6號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,14.45,住,,,1150808,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.52,1,2,2,有,無,13000000,125028,坡道平面,28.34,1850000,,RPRNMLMJRHLGFBD18CB,一字得,B6號,
東區,房地(土地+建物)+車位,臺南市東區裕和五街/裕誠街口,37.24,住,,,1150806,土地1建物1車位2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.7,3,2,2,有,無,27700000,162266,坡道平面,52.26,4100000,,RPPNMLMJRHLGFCD08CB,日東昇Park626,A棟2號,
