鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,15.81,其他,,,1150713,土地3建物1車位1,二十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.71,3,2,2,有,無,29390000,148128,坡道平面,24.79,1850000,,RPPNMLKLPHLGFAD67CB,百慶擎川,B棟B5-23F號,
北區,房地(土地+建物)+車位,臺南市北區和緯路三段和文賢三街口,22.68,住,,,1150718,土地2建物1車位1,二十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.95,3,2,2,有,無,29460000,184804,坡道平面,31.36,2000000,,RPQNMLKLPHLGFAD77CB,國泰原美,A棟A5-23F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,19.89,住,,,1150712,土地6建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.63,3,2,2,有,無,20300000,145074,坡道平面,31.9,2350000,,RPPNMLKLPHLGFCD87CB,宏福悅,B棟B1-8F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,11.28,住,,,1150716,土地6建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.45,1,2,1,有,無,12380000,146418,坡道平面,29.24,2100000,,RPQNMLKLPHLGFCD97CB,宏福悅,C棟C7-11F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,11.02,住,,,1150717,土地6建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.75,1,2,1,有,無,12200000,144504,坡道平面,29.24,2300000,,RPRNMLKLPHLGFCD08CB,宏福悅,C棟C9-13F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,18.31,住,,,1150718,土地6建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.28,3,2,2,有,無,18200000,143371,坡道平面,29.24,1850000,,RPSNMLKLPHLGFCD18CB,宏福悅,C棟C10-11F號,
東區,房地(土地+建物)+車位,臺南市東區仁和路62號一樓旁,11.02,住,,,1150716,土地6建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.75,1,2,1,有,無,11800000,143775,坡道平面,29.24,1950000,,RPTNMLKLPHLGFCD28CB,宏福悅,C棟C9-8F號,
佳里區,房地(土地+建物),臺南市佳里區佳西路482號對面,29.96,住,,,1150718,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.22,2,2,2,有,無,5980000,76451,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLPHLGFGD28CB,慕光里2,A棟10號,
佳里區,房地(土地+建物)+車位,臺南市佳里區佳西路482號對面,41.19,住,,,1150718,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.05,3,2,2,有,無,9700000,78475,一樓平面,11.5,1260000,,RPQNMLKLPHLGFGD38CB,慕光里2,A棟1號,
佳里區,房地(土地+建物)+車位,臺南市佳里區佳西路482號對面,38.0,住,,,1150714,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.73,3,2,2,有,無,9250000,80520,一樓平面,11.5,1260000,,RPRNMLKLPHLGFGD48CB,慕光里2,A棟7號,
永康區,房地(土地+建物)+車位,臺南市永康區永大路三段469巷,81.26,住,,,1150711,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,177.23,4,2,4,有,無,21700000,122440,一樓平面,0.0,0,,RPPNMLKLPHLGFKD68CB,上賦大苑,A棟2號,
永康區,房地(土地+建物)+車位,臺南市永康區中灣五街及大灣六街交叉口,21.14,商,,,1150716,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.85,2,2,2,有,無,11440000,109475,一樓平面,14.88,1700000,,RPQNMLKLPHLGFKD78CB,綠格知寓,A棟5F-C1號,
鹽水區,房地(土地+建物),臺南市鹽水區康樂路26巷旁,104.11,住,,,1150719,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,207.86,5,2,5,有,無,18500000,89002,,0.0,0,,RPOOMLLLPHLGFDD08CB,水月里仁第二期,B棟3號,
北區,房地(土地+建物)+車位,臺南市北區文賢路1122巷,40.15,住,,,1150718,土地2建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.68,2,2,2,有,無,11000000,119324,一樓平面,21.16,1750000,,RPPNMLMLPHLGFAD87CB,薈萃居10,B棟1號,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區建南街,52.35,住,,,1150712,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.26,3,2,2,有,無,11200000,76295,一樓平面,16.5,1300000,,RPQNMLMLPHLGFFD58DB,梧址境2,A棟1號,
六甲區,房地(土地+建物),臺南市六甲區龜子港31巷,111.82,,特定農業區,甲種建築用地,1150717,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,218.11,3,2,5,有,無,12500000,57311,,0.0,0,,RPSNMLMLPHLGFFD78DB,臺邦田園調布,甲棟17號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,19.0,住,,,1150720,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.86,2,2,2,有,無,10380000,99706,坡道平面,29.3,1550000,,RPPNMLNLPHLGFBD08CB,佳展安和,A2棟8號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,24.65,住,,,1150720,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.5,3,2,2,有,無,12350000,94571,坡道平面,29.3,1550000,,RPRNMLNLPHLGFBD28CB,佳展安和,A1棟4號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150711,土地2建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.57,2,2,1,有,無,14980000,192699,坡道平面,25.73,2100000,,RPTNMLNLPHLGFCD58CB,國城?實,E棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150716,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.93,3,2,2,有,無,25590000,174010,坡道平面,26.8,2250000,,RPUNMLNLPHLGFCD68CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150717,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25440000,174010,坡道平面,25.73,2100000,,RPVNMLNLPHLGFCD78CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150719,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25620000,175352,坡道平面,25.73,2100000,,RPWNMLNLPHLGFCD88CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150717,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25900000,177440,坡道平面,25.73,2100000,,RPXNMLNLPHLGFCD98CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150718,土地2建物1車位1,二十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,26190000,178856,坡道平面,25.73,2200000,,RPOOMLNLPHLGFCD18CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150718,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25260000,173370,坡道平面,25.73,2200000,,RPPOMLNLPHLGFCD28CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150719,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25350000,174047,坡道平面,25.73,2200000,,RPQOMLNLPHLGFCD38CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150716,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25350000,174047,坡道平面,25.73,2200000,,RPROMLNLPHLGFCD48CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150717,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25910000,178257,坡道平面,25.73,2200000,,RPSOMLNLPHLGFCD58CB,國城?實,F棟2號,
東區,房地(土地+建物),臺南市東區後甲三街X平實二街,10.95,商,,,1150718,土地2建物1車位0,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.06,2,2,2,有,無,14910000,181696,,0.0,0,,RPTOMLNLPHLGFCD68CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150718,土地2建物1車位1,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17140000,185108,坡道平面,25.73,1950000,,RPUOMLNLPHLGFCD78CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150718,土地2建物1車位1,二十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17430000,187424,坡道平面,25.73,2050000,,RPVOMLNLPHLGFCD88CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23680000,176111,坡道平面,25.73,2050000,,RPWOMLNLPHLGFCD98CB,國城?實,F棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24280000,181404,坡道平面,25.73,2000000,,RPXOMLNLPHLGFCD09CB,國城?實,F棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24570000,182951,坡道平面,25.73,2100000,,RPOPMLNLPHLGFCD28CB,國城?實,F棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23730000,176154,坡道平面,25.73,2100000,,RPPPMLNLPHLGFCD38CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150717,土地2建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,23870000,177702,坡道平面,25.73,2050000,,RPQPMLNLPHLGFCD48CB,國城?實,F棟6號,
東區,房地(土地+建物),臺南市東區後甲三街X平實二街,10.95,商,,,1150718,土地2建物1車位0,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.06,2,2,2,有,無,15010000,182915,,0.0,0,,RPRPMLNLPHLGFCD58CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150718,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.86,2,2,2,有,無,17200000,184012,坡道平面,26.8,2100000,,RPSPMLNLPHLGFCD68CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17520000,188521,坡道平面,25.73,2050000,,RPTPMLNLPHLGFCD78CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150720,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17520000,188521,坡道平面,25.73,2050000,,RPUPMLNLPHLGFCD88CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17800000,191933,坡道平面,25.73,2050000,,RPVPMLNLPHLGFCD98CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150718,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25540000,175476,坡道平面,25.73,2200000,,RPWPMLNLPHLGFCD09CB,國城?實,G棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150719,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25910000,178257,坡道平面,25.73,2200000,,RPXPMLNLPHLGFCD56CB,國城?實,G棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17060000,182915,坡道平面,25.73,2050000,,RPOQMLNLPHLGFCD38CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150717,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17150000,184012,坡道平面,25.73,2050000,,RPPQMLNLPHLGFCD48CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17250000,184012,坡道平面,25.73,2150000,,RPQQMLNLPHLGFCD58CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17440000,186327,坡道平面,25.73,2150000,,RPRQMLNLPHLGFCD68CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23730000,176111,坡道平面,25.73,2100000,,RPSQMLNLPHLGFCD78CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150717,土地2建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23820000,176844,坡道平面,25.73,2100000,,RPTQMLNLPHLGFCD88CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24330000,181404,坡道平面,25.73,2050000,,RPUQMLNLPHLGFCD98CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24420000,182136,坡道平面,25.73,2050000,,RPVQMLNLPHLGFCD09CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24570000,182951,坡道平面,25.73,2100000,,RPWQMLNLPHLGFCD56CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24660000,183683,坡道平面,25.73,2100000,,RPXQMLNLPHLGFCD66CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24750000,184416,坡道平面,25.73,2100000,,RPORMLNLPHLGFCD48CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150717,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24900000,185230,坡道平面,25.73,2150000,,RPPRMLNLPHLGFCD58CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150718,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,25040000,185963,坡道平面,25.73,2200000,,RPQRMLNLPHLGFCD68CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150719,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17570000,189739,坡道平面,25.73,2000000,,RPRRMLNLPHLGFCD78CB,國城?實,G棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150717,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17800000,191933,坡道平面,25.73,2050000,,RPSRMLNLPHLGFCD88CB,國城?實,G棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150718,土地2建物1車位1,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,24980000,170954,坡道平面,25.73,2050000,,RPTRMLNLPHLGFCD98CB,國城?實,H棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150711,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,22400000,165283,坡道平面,25.73,2100000,,RPURMLNLPHLGFCD09CB,國城?實,I棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150716,土地2建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,22500000,166504,坡道平面,25.73,2050000,,RPVRMLNLPHLGFCD56CB,國城?實,I棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150714,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,22990000,170901,坡道平面,25.73,2000000,,RPXRMLNLPHLGFCD76CB,國城?實,I棟5號,
東區,房地(土地+建物)+車位,臺南市東區裕和五街/裕誠街口,36.3,住,,,1150720,土地1建物1車位2,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,194.05,3,2,2,有,無,28500000,173496,坡道平面,52.26,3900000,,RPPNMLOLPHLGFCD28CB,日東昇Park626,A棟3號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,16.46,住,,,1150713,土地2建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.53,2,2,2,有,無,9100000,87416,坡道平面,25.73,1250000,,RPPNMLOLPHLGFDD38CB,佳順 ? 大悅,A1棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150713,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3,2,2,有,無,12990000,88943,坡道平面,25.73,1350000,,RPRNMLOLPHLGFDD58CB,佳順 ? 大悅,A2棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,22550000,166911,坡道平面,25.73,2050000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPLPHLGFCD38CB,國城?實,I棟5號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,19.9,住,,,1150720,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.34,2,2,1,有,無,11760000,108435,坡道平面,28.41,1900000,,RPPNMLPLPHLGFHD88CB,佳鋐科匯,A6棟0號,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路與陽光三路交叉口,18.19,住,,,1150720,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.57,2,2,2,有,無,10680000,106654,坡道平面,27.31,1800000,,RPQNMLPLPHLGFHD98CB,佳鋐科匯,B3棟0號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,7.94,住,,,1150712,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.75,2,2,1,有,無,11360000,112176,坡道平面,19.31,2000000,,RPPNMLQLPHLGFBD38CB,?讀耶魯,A棟02號,
安南區,房地(土地+建物),臺南市安南區安中路四段211巷附近,30.09,住,,,1150715,土地4建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.25,2,2,2,有,無,6990000,84985,,0.0,0,,RPPNMLRLPHLGFBD48CB,合恆 寓紳鄰-曙光,A棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區安中路四段211巷附近,32.02,住,,,1150713,土地4建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.68,3,2,2,有,無,9000000,85724,一樓平面,14.19,1500000,,RPQNMLRLPHLGFBD58CB,合恆 寓紳鄰-曙光,B棟5號,
永康區,房地(土地+建物)+車位,臺南市永康區平道路與永運一路交叉路口,26.26,商,,,1150718,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,227.94,4,2,2,有,無,23170000,122619,坡道平面,68.34,3600000,,RPPNMLRLPHLGFKD76CB,櫻花南科之櫻,B5棟13號,
