鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
永康區,房地(土地+建物)+車位,臺南市永康區復國路,22.82,住,,,1150619,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.07,3,2,2,有,無,15100000,126359,坡道平面,31.44,1500000,,RPPNMLMLOHLGFKD78CB,春福平蒔都匯區,A棟3號,
關廟區,房地(土地+建物),臺南市關廟區保東路,90.55,,一般農業區,甲種建築用地,1150612,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,193.78,5,2,6,有,無,13300000,68635,,0.0,0,,RPPNMLMLOHLGFID68DB,森億居NO.8,A棟6號,
鹽水區,房地(土地+建物),臺南市鹽水區蔦松路201巷,143.0,,特定農業區,甲種建築用地,1150613,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,187.6,4,2,5,有,無,12880000,68657,,0.0,0,,RPPNMLNLOHLGFDD18CB,仙盈大鎮 第二期,Z棟12號,
安南區,房地(土地+建物)+車位,臺南市安南區功安二街,33.84,住,,,1150620,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.08,3,2,2,有,無,11380000,99920,一樓平面,11.2,1400000,,RPPNMLOLOHLGFBD08CB,豐揚．森晴,A棟1號,
善化區,房地(土地+建物)+車位,臺南市善化區小新營10之22號旁,15.21,商,,,1150613,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.33,3,2,2,有,無,15750000,129179,坡道平面,20.34,1800000,,RPPNMLOLOHLGFHD68CB,城之芯,G棟9號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德財一街及文賢路一段交叉路口,132.13,住,,,1150617,土地1建物1車位2,全,4,透天厝,住家用,鋼筋混凝土造,,351.61,4,2,4,有,無,35850000,106933,坡道平面,53.76,4000000,,RPPNMLOLOHLGFID78CB,春福莫內161,B15號,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁義六街20巷,17.43,住,,,1150620,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.83,2,2,2,有,無,9560000,92539,坡道平面,30.92,1610000,,RPQNMLOLOHLGFID88CB,佳晟家仁,C3棟4F號,
永康區,房地(土地+建物)+車位,臺南市永康區永大路三段469巷,80.63,住,,,1150618,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,177.22,4,2,4,有,無,21660000,122221,一樓平面,0.0,0,,RPPNMLOLOHLGFKD98CB,上賦大苑,A棟7號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德崙路138巷,30.41,住,,,1150618,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.86,3,2,2,有,無,14570000,104679,坡道平面,23.48,1550000,備註：總價含裝潢,RPSNMLPLOHLGFID56CB,森NEX-伊水,A棟2號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德崙路138巷,30.41,住,,,1150619,土地1建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.34,3,2,2,有,無,17210000,110790,坡道平面,46.96,3430000,備註：總價含裝潢,RPTNMLPLOHLGFID66CB,森NEX-伊水,A棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,24.44,商,,,1150615,土地2建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.1,3,2,3,有,無,39580000,204123,坡道平面,25.73,2150000,,RPPNMLQLOHLGFCD38CB,國城?實,E棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150615,土地2建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.57,2,2,1,有,無,15300000,196738,坡道平面,25.73,2150000,,RPRNMLQLOHLGFCD58CB,國城?實,E棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150620,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23040000,170901,坡道平面,25.73,2050000,,RPTNMLQLOHLGFCD78CB,國城?實,I棟5號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,8.23,住,,,1150612,土地1建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.9,2,2,1,有,無,11600000,110867,坡道平面,19.31,2000000,,RPPNMLRLOHLGFBD38CB,悦讀耶魯,B棟03號,
永康區,房地(土地+建物)+車位,臺南市永康區平道段239地號,19.32,商,,,1150612,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,150.17,3,2,2,有,無,13660000,102929,坡道平面,34.07,1710000,,RPPNMLSLOHLGFKD76CB,瑞築序,A2棟05F號,
東區,房地(土地+建物)+車位,臺南市東區裕和五街/裕誠街口,37.24,住,,,1150619,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.57,3,2,2,有,無,24800000,157453,坡道平面,26.13,1900000,,RPPNMLTLOHLGFCD68CB,日東昇Park626,A棟2號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大涼路交叉口,12.73,其他,,,1150619,土地3建物1車位1,十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.36,3,2,2,有,無,21460000,133793,坡道平面,24.79,1850000,,RPPNMLKMOHLGFAD67CB,百慶擎川,A棟A3-13F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,25.12,住,,,1150615,土地1建物1車位2,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,184.79,3,2,2,有,無,15000000,109532,坡道平面,74.32,2900000,,RPPNMLKMOHLGFBD77CB,硯青,B棟B2-7F號,
安南區,房地(土地+建物)+車位,臺南市安南區州南路與州南五街口,28.64,住,,,1150615,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.4,3,2,2,有,無,14180000,100447,坡道平面,37.16,1600000,,RPQNMLKMOHLGFBD87CB,硯青,B棟B6-4F號,
東區,房地(土地+建物)+車位,臺南市東區裕孝路708號旁,33.88,住,,,1150618,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.75,3,2,2,有,無,22200000,163194,坡道平面,27.89,2150000,此戶為露臺戶，坪數約29.74坪。,RPPNMLKMOHLGFCD87CB,春福裕境,B3棟B3-1F號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,17.15,住,,,1150615,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.68,2,2,2,有,無,9490000,86498,坡道平面,25.73,1450000,,RPRNMLKMOHLGFDD18CB,佳順 ? 大悅,A5棟1號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150615,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.94,3,2,2,有,無,12600000,87747,坡道平面,25.73,1350000,,RPTNMLKMOHLGFDD38CB,佳順 ? 大悅,C6棟1號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德南路47號旁,28.8,住,,,1150611,土地2建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.03,2,2,2,有,無,9480000,98144,一樓平面,15.74,1600000,,RPPNMLKMOHLGFID48CB,吾寓二,A棟3號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德南路47號旁,28.8,住,,,1150617,土地2建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.03,2,2,2,有,無,9400000,97148,一樓平面,15.74,1600000,,RPQNMLKMOHLGFID58CB,吾寓二,B棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區安佃街與安佃九街口,19.66,住,,,1150611,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.98,2,1,2,有,無,10250000,94820,坡道平面,24.7,1500000,,RPPNMLLJPHLGFBD67CB,希望翼,A棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區安佃街與安佃九街口,19.66,住,,,1150614,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.98,2,1,2,有,無,10300000,93736,坡道平面,24.7,1650000,,RPQNMLLJPHLGFBD77CB,希望翼,A棟2號,
善化區,房地(土地+建物)+車位,臺南市善化區建國路405號旁,29.76,住,,,1150619,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.61,4,2,2,有,無,18150000,110319,坡道平面,30.31,1900000,,RPQNMLLJPHLGFHD38CB,陞發icon,B棟B10號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,8.37,住,,,1150620,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.88,2,2,1,有,無,12080000,112679,坡道平面,19.31,2100000,,RPUNMLMJPHLGFBD28CB,悦讀耶魯,A棟06號,
安南區,房地(土地+建物),臺南市安南區大安街,76.96,住,,,1150616,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,163.55,4,2,3,有,無,19650000,120147,,0.0,0,,RPOOMLMJPHLGFBD77CB,尚讚11,B棟8號,
安定區,房地(土地+建物),臺南市安定區新吉里124-2號對面,99.49,,鄉村區,乙種建築用地,1150613,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,190.01,4,3,5,有,無,16500000,86838,,0.0,0,,RPPNMLMJPHLGFHD38CB,展泓?敦旭,A棟6號,
山上區,房地(土地+建物),臺南市山上區南洲21號旁,101.85,住,,,1150613,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,178.12,4,2,5,有,無,15500000,87020,,0.0,0,,RPSNMLNJPHLGFHD78CB,淳真年代7,E棟5號,
山上區,房地(土地+建物),臺南市山上區南洲21號旁,100.75,住,,,1150620,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,170.57,4,2,5,有,無,15500000,90872,,0.0,0,,RPTNMLNJPHLGFHD88CB,淳真年代7,E棟11號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,8.23,住,,,1150619,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.9,2,2,1,有,無,11600000,109712,坡道平面,19.31,2100000,,RPPNMLOJPHLGFBD97CB,悦讀耶魯,B棟03號,
新化區,房地(土地+建物)+車位,臺南市新化區民生路234巷,26.25,住,,,1150614,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.63,2,2,2,有,無,10560000,97650,坡道平面,36.85,1500000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJPHLGFHD58CB,白樓2璞域,壹棟D號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,8.54,住,,,1150613,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.6,1,1,1,有,無,15120000,177312,坡道平面,19.99,2600000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:家電費,RPQNMLQJPHLGFAD18CB,成大之森,A棟A09-12F號,
六甲區,房地(土地+建物)+車位,臺南市六甲區光明街/光復街口,30.07,住,,,1150619,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.84,2,2,2,有,無,6750000,89003,其他,0.0,900000,該停車位位於法定空地上,RPRNMLQJPHLGFFD78CB,風光合3,A棟5號,
安南區,房地(土地+建物)+車位,臺南市安南區安中路四段211巷附近,32.02,住,,,1150617,土地4建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.68,3,2,2,有,無,8600000,81124,一樓平面,14.16,1500000,,RPPNMLRJPHLGFBD28CB,合恆 寓紳鄰-曙光,B棟5號,
善化區,房地(土地+建物)+車位,臺南市善化區光華路54巷,12.51,商,,,1150615,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.59,2,2,2,有,無,9860000,98312,坡道機械,20.52,1300000,,RPPNMLSJPHLGFHD98CB,和紘善美,C2棟4F號,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區新生南路750巷159號旁,35.78,住,,,1150620,土地3建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.2,3,2,2,有,無,9000000,73044,坡道平面,25.1,1250000,,RPPNMLQKPHLGFFD68CB,誠銳大謙,4FB5號,
北區,房地(土地+建物),臺南市北區文賢路1122巷,31.89,住,,,1150613,土地2建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,61.42,2,2,2,有,無,7000000,113969,,0.0,0,露臺戶，約5.6坪,RPPNMLRKPHLGFAD28CB,薈萃居10,A棟1號,
中西區,房地(土地+建物)+車位,臺南市中西區府前路二段258巷29弄,16.93,其他,,,1150620,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.83,3,2,3,有,無,28430000,138221,坡道平面,21.64,2280000,,RPRNMLKLPHLGFAD87CB,三發 DIAMOND ONE,A棟15號,
